UF;NACIONALIDADE;CLASSIFICACAO;QTD
SE;ITÁLIA;Residente;177
SE;HONDURAS;Residente;5
SE;TURQUIA;Residente;6
SE;VENEZUELA;Temporário;67
SE;ESTADOS UNIDOS;Residente;94
SE;ESTADOS UNIDOS;Temporário;11
SE;CHINA;Residente;192
SE;ARGENTINA;Provisório;6
SE;COLÔMBIA;Temporário;148
SE;EL SALVADOR;Residente;9
SE;CHILE;Residente;62
SE;REINO UNIDO;Residente;30
SE;ARGENTINA;Residente;141
SE;FRANÇA;Residente;66
SE;VENEZUELA;Residente;143
SE;COLÔMBIA;Residente;315
SE;PERU;Residente;88
SE;PORTUGAL;Residente;265
SE;INDIA;Residente;9
SE;ESPANHA;Residente;66
SE;CANADÁ;Residente;14
SE;BÉLGICA;Residente;26
SE;URUGUAI;Residente;30
SE;CUBA;Residente;78
SE;FILIPINAS;Temporário;18
SE;CUBA;Temporário;3
SE;SUÍCA;Residente;29
SE;GUATEMALA;Residente;2
SE;EQUADOR;Residente;17
SE;ALEMANHA;Residente;66
SE;JAPÃO;Residente;14
SE;AUSTRÁLIA;Residente;8
SE;CUBA;Provisório;29
SE;PAÍSES BAIXOS;Residente;24
SE;BOLÍVIA;Residente;30
SE;HUNGRIA;Residente;3
SE;EGITO;Residente;5
SE;BOLÍVIA;Provisório;1
SE;MÉXICO;Residente;15
SE;ETIÓPIA;Residente;2
SE;REP. DOMINICANA;Residente;5
SE;BELARUS;Provisório;2
SE;BÉLGICA;Provisório;1
SE;CROÁCIA;Temporário;16
SE;GRÉCIA;Residente;3
SE;IRÃ;Residente;4
SE;AFEGANISTÃO;Temporário;7
SE;GUIANA FRANCESA;Residente;1
SE;PAÍSES BAIXOS;Temporário;1
SE;UCRÂNIA;Residente;1
SE;COSTA RICA;Residente;2
SE;ANGOLA;Residente;16
SE;AUSTRIA;Residente;8
SE;CHINA;Temporário;2
SE;CONGO;Residente;1
SE;PAQUISTÃO;Residente;2
SE;PAQUISTÃO;Temporário;1
SE;MARROCOS;Residente;4
SE;RÚSSIA;Residente;15
SE;CORÉIA DO SUL;Residente;7
SE;ROMÊNIA;Residente;3
SE;NORUEGA;Residente;2
SE;NIGÉRIA;Provisório;1
SE;LÍBANO;Residente;2
SE;PARAGUAI;Residente;12
SE;SÍRIA;Residente;5
SE;ARGENTINA;Temporário;5
SE;CHILE;Temporário;7
SE;NOVA ZELÂNDIA;Residente;2
SE;GUINÉ BISSAU;Residente;2
SE;PORTUGAL;Temporário;2
SE;PANAMÁ;Residente;6
SE;PARAGUAI;Temporário;1
SE;BULGÁRIA;Residente;4
SE;NICARÁGUA;Residente;3
SE;TUNÍSIA;Residente;2
SE;QUÊNIA;Residente;1
SE;NIGÉRIA;Residente;2
SE;SAO TOMÉ E PRÍNCIPE;Residente;2
SE;MÉXICO;Temporário;5
SE;PERU;Temporário;5
SE;FINLÂNDIA;Residente;3
SE;CABO VERDE;Temporário;1
SE;HAITI;Residente;1
SE;ESPANHA;Temporário;1
SE;ANGOLA;Temporário;2
SE;ALEMANHA;Temporário;6
SE;CROÁCIA;Residente;2
SE;FILIPINAS;Residente;1
SE;INDIA;Temporário;1
SE;EQUADOR;Temporário;3
SE;DINAMARCA;Residente;5
SE;FRANÇA;Temporário;1
SE;CHINA;Provisório;2
SE;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;1
SE;GUINÉ BISSAU;Temporário;1
SE;VENEZUELA;Provisório;1
SE;LETÔNIA;Temporário;1
SE;ITÁLIA;Temporário;5
SE;ARGÉLIA;Residente;2
SE;GANA;Temporário;3
SE;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;1
SE;POLÔNIA;Residente;2
SE;SENEGAL;Residente;3
SE;SÉRVIA;Temporário;1
SE;BENIN;Residente;1
SE;SUÉCIA;Residente;5
SE;BOLÍVIA;Temporário;2
SE;TAILÂNDIA;Residente;2
SE;GABÃO;Temporário;1
SE;AFRICA DO SUL;Residente;1
SE;MARROCOS;Temporário;1
SE;RUANDA;Residente;4
SE;MOÇAMBIQUE;Residente;3
SE;SUÍCA;Temporário;1
SE;URUGUAI;Temporário;1
SE;AFEGANISTÃO;Residente;1
SE;MALI;Temporário;1
SE;SÉRVIA;Residente;1
SE;UCRÂNIA;Temporário;1
SE;ISLÂNDIA;Residente;1
SE;ESTADOS UNIDOS;Provisório;1
SE;LITUÂNIA;Residente;1
SE;HAITI;Temporário;1
SE;GUINÉ EQUATORIAL;Temporário;1
SE;SAO TOMÉ E PRÍNCIPE;Temporário;1
SE;CAMARÕES;Residente;1
SE;MOÇAMBIQUE;Temporário;1
SE;RÚSSIA;Provisório;1
SE;RÚSSIA;Temporário;1
MG;VENEZUELA;Temporário;5250
MG;PERU;Residente;898
MG;ITÁLIA;Residente;2833
MG;BOLÍVIA;Residente;992
MG;PORTUGAL;Residente;4300
MG;CUBA;Residente;626
MG;VENEZUELA;Residente;2952
MG;ALEMANHA;Residente;1091
MG;ESPANHA;Residente;1069
MG;SÍRIA;Residente;264
MG;VENEZUELA;Provisório;792
MG;HONDURAS;Residente;38
MG;PERU;Temporário;292
MG;ARGENTINA;Residente;1847
MG;HAITI;Residente;4172
MG;ANGOLA;Residente;263
MG;AUSTRIA;Residente;143
MG;CUBA;Temporário;48
MG;REINO UNIDO;Residente;461
MG;PAÍSES BAIXOS;Residente;474
MG;FRANÇA;Temporário;386
MG;CHILE;Temporário;114
MG;HAITI;Temporário;790
MG;CHINA;Residente;1489
MG;ESTADOS UNIDOS;Residente;1777
MG;COLÔMBIA;Temporário;1420
MG;GANA;Temporário;25
MG;LÍBANO;Residente;444
MG;CHILE;Residente;1021
MG;MÉXICO;Residente;224
MG;CANADÁ;Residente;206
MG;PORTUGAL;Temporário;38
MG;INDIA;Residente;142
MG;SERVIA E MONTENEGRO;Residente;29
MG;IRÃ;Residente;27
MG;CABO VERDE;Temporário;46
MG;FRANÇA;Residente;842
