UF;NACIONALIDADE;CLASSIFICACAO;QTD
DF;BANGLADESH;Provisório;36
DF;AUSTRÁLIA;Residente;61
DF;MAURÍCIO;Residente;1
DF;INDIA;Temporário;14
DF;CUBA;Temporário;28
DF;POLÔNIA;Temporário;5
DF;REINO UNIDO;Temporário;15
DF;EQUADOR;Temporário;26
DF;SUDÃO;Residente;6
DF;SUÉCIA;Residente;39
DF;ROMÊNIA;Residente;22
DF;SÍRIA;Provisório;8
DF;ANGOLA;Residente;99
DF;PANAMÁ;Residente;16
DF;MOÇAMBIQUE;Temporário;25
DF;DINAMARCA;Residente;27
DF;AFRICA DO SUL;Residente;21
DF;NICARÁGUA;Residente;19
DF;UCRÂNIA;Residente;63
DF;IRÃ;Temporário;7
DF;LITUÂNIA;Residente;5
DF;LÍBANO;Provisório;20
DF;RÚSSIA;Temporário;5
DF;COSTA RICA;Residente;26
DF;CAMARÕES;Temporário;11
DF;TCHECOSLOVAQUIA;Residente;4
DF;BOTSUANA;Residente;2
DF;TOGO;Residente;16
DF;CONGO;Residente;38
DF;AFEGANISTÃO;Temporário;27
DF;IRAQUE;Residente;22
DF;CHILE;Temporário;39
DF;EL SALVADOR;Residente;35
DF;COSTA RICA;Provisório;1
DF;LUXEMBURGO;Residente;1
DF;NOVA ZELÂNDIA;Temporário;2
DF;CROÁCIA;Temporário;1
DF;TAILÂNDIA;Residente;7
DF;REPÚBLICA TCHECA;Residente;13
DF;ITÁLIA;Temporário;12
DF;BENIN;Residente;20
DF;EL SALVADOR;Temporário;3
DF;SÉRVIA;Residente;12
DF;PALESTINA;Residente;69
DF;CORÉIA DO SUL;Temporário;6
DF;HUNGRIA;Residente;18
DF;UCRÂNIA;Temporário;15
DF;FILIPINAS;Temporário;11
DF;UCRÂNIA;Provisório;2
DF;COSTA DO MARFIM;Temporário;17
DF;SOMÁLIA;Provisório;2
DF;ESTÔNIA;Residente;3
DF;HONDURAS;Residente;29
DF;ARGÉLIA;Residente;20
DF;GANA;Temporário;5
DF;TANZÂNIA;Temporário;4
DF;BENIN;Temporário;16
DF;SERVIA E MONTENEGRO;Residente;9
DF;COSTA DO MARFIM;Residente;27
DF;ARÁBIA SAUDITA;Residente;5
DF;GABÃO;Residente;13
DF;FRANÇA;Temporário;14
DF;FILIPINAS;Provisório;48
DF;ESLOVÁQUIA;Residente;6
DF;SURINAME;Residente;2
DF;CONGO;Temporário;6
DF;GUIANA FRANCESA;Residente;11
DF;ANGOLA;Provisório;15
DF;NORUEGA;Residente;24
DF;BURKINA FASO;Residente;2
DF;GUIANA;Residente;5
DF;INDIA;Provisório;14
DF;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;13
DF;BENIN;Provisório;5
DF;GUINÉ EQUATORIAL;Temporário;8
DF;GUATEMALA;Temporário;4
DF;ESPANHA;Temporário;15
DF;AFEGANISTÃO;Provisório;1
DF;ARMÊNIA;Residente;5
DF;AFRICA DO SUL;Temporário;1
DF;INDONÉSIA;Residente;20
DF;GUINÉ BISSAU;Temporário;11
DF;BÉLGICA;Temporário;1
DF;NEPAL;Residente;3
DF;BOLÍVIA;Fronteiriço;1
DF;HAITI;Provisório;21
DF;MOÇAMBIQUE;Provisório;6
DF;CROÁCIA;Residente;4
DF;BANGLADESH;Temporário;1
DF;EGITO;Provisório;5
DF;ESLOVÊNIA;Residente;11
DF;MÉXICO;Temporário;9
DF;MALÁSIA;Residente;8
DF;ISRAEL;Provisório;6
DF;GABÃO;Temporário;2
DF;COSTA RICA;Temporário;5
DF;BULGÁRIA;Residente;8
DF;PORTO RICO;Residente;1
DF;EQUADOR;Provisório;3
DF;PALESTINA;Provisório;7
DF;GUINÉ;Temporário;4
DF;URUGUAI;Temporário;1
DF;UGANDA;Provisório;1
DF;ALEMANHA;Temporário;6
DF;ANGOLA;Temporário;18
DF;MACEDÔNIA;Temporário;2
DF;CAZAQUISTÃO;Temporário;1
DF;LÍBIA;Temporário;4
DF;CONGO;Provisório;3
DF;PORTUGAL;Temporário;10
DF;ARGENTINA;Temporário;6
DF;JORDÂNIA;Provisório;2
DF;AFRICA DO SUL;Provisório;6
DF;APÁTRIDA;Residente;5
DF;SAO TOMÉ E PRÍNCIPE;Residente;4
DF;ALBÂNIA;Residente;3
DF;RÚSSIA;Provisório;3
DF;SUÍCA;Temporário;3
DF;ESPANHA;Provisório;1
DF;SRI LANKA;Provisório;1
DF;GUIANA;Temporário;1
DF;BELARUS;Residente;5
DF;JAMAICA;Temporário;2
DF;URUGUAI;Fronteiriço;1
DF;GÂMBIA;Residente;3
DF;NICARÁGUA;Temporário;3
DF;BOLÍVIA;Provisório;1
DF;NIGÉRIA;Temporário;10
DF;MONGÓLIA;Residente;1
DF;JAMAICA;Residente;3
DF;ZIMBÁBUE;Residente;3
DF;TOGO;Temporário;1
DF;QUÊNIA;Provisório;8
DF;UGANDA;Residente;4
DF;MALI;Residente;5
DF;REP. CENTRO AFRICANA;Provisório;1
DF;MÉXICO;Provisório;2
DF;JORDÂNIA;Temporário;2
DF;TOGO;Provisório;6
DF;BURKINA FASO;Provisório;4
DF;PORTUGAL;Provisório;1
DF;CAMARÕES;Provisório;6
DF;BAHAMA,IS;Residente;2
DF;NIGÉRIA;Provisório;5
DF;SÍRIA;Temporário;2
DF;CABO VERDE;Temporário;2
DF;GRÉCIA;Temporário;1
DF;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;4
DF;GÂMBIA;Provisório;1
DF;MACEDÔNIA;Residente;1
DF;ERITRÉIA;Residente;1
DF;TUNÍSIA;Provisório;1
DF;ISLÂNDIA;Residente;1
DF;PANAMÁ;Temporário;1
DF;TIMOR LESTE;Residente;1
DF;VIETINA;Residente;3
DF;IÊMEN;Residente;2
DF;MOLDOVA;Residente;3
DF;NAMÍBIA;Residente;1
DF;CAZAQUISTÃO;Residente;3
DF;PAÍSES BAIXOS;Temporário;1
DF;SUDÃO;Temporário;1
DF;TANZÂNIA;Residente;2
DF;AFEGANISTÃO;Residente;4
DF;ARGENTINA;Provisório;2
DF;SENEGAL;Provisório;6
DF;SAO TOMÉ E PRÍNCIPE;Temporário;3
DF;QUÊNIA;Residente;8
DF;BELARUS;Provisório;1
DF;LETÔNIA;Residente;3
DF;POLÔNIA;Provisório;1
DF;GUINÉ;Provisório;1
DF;AUSTRÁLIA;Temporário;3
DF;VIETINA;Temporário;1
DF;ARGÉLIA;Provisório;1
DF;HONDURAS;Temporário;1
DF;MARROCOS;Temporário;2
DF;COSTA DO MARFIM;Provisório;2
DF;ZÂMBIA;Residente;3
DF;MAURITÂNIA;Residente;3
DF;LÍBANO;Temporário;1
DF;SURINAME;Temporário;3
DF;MALI;Provisório;2
DF;eritréia;Residente;1
DF;BURUNDI;Temporário;2
DF;GEÓRGIA;Temporário;1
DF;NÍGER;Provisório;1
DF;REP. CENTRO AFRICANA;Residente;1
DF;ARGÉLIA;Temporário;2
DF;ITÁLIA;Provisório;3
DF;ETIÓPIA;Temporário;1
DF;ESTADOS UNIDOS;Provisório;2
DF;ALEMANHA;Provisório;1
DF;CAMBOJA;Residente;1
DF;LÍBIA;Provisório;2
DF;IRAQUE;Provisório;2
DF;MYANMAR;Residente;1
DF;PORTO RICO;Provisório;1
DF;TUNÍSIA;Temporário;1
DF;INDONÉSIA;Temporário;1
DF;GUIANA;Provisório;1
DF;BURUNDI;Residente;1
DF;CHADE;Provisório;1
DF;RUANDA;Residente;1
DF;ETIÓPIA;Provisório;2
DF;TANZÂNIA;Provisório;1
DF;IÊMEN;Provisório;1
DF;NEPAL;Temporário;1
DF;HONG-KONG (R.A.E.);Residente;1
DF;UZBEQUISTÃO;Residente;1
SP;PORTUGAL;Residente;78451
SP;BOLÍVIA;Residente;85011
SP;VENEZUELA;Residente;11139
SP;LÍBANO;Residente;5955
SP;URUGUAI;Residente;5309
SP;FRANÇA;Residente;7709
SP;SUÍCA;Residente;2063
SP;ARGENTINA;Residente;21290
SP;ANGOLA;Provisório;2948
SP;CHILE;Residente;15814
SP;ITÁLIA;Residente;25557
SP;JAPÃO;Residente;41542
SP;ESPANHA;Residente;23147
SP;MARROCOS;Residente;463
SP;HAITI;Residente;25913
SP;MÉXICO;Residente;2787
SP;ALEMANHA;Residente;10894
SP;CHINA;Residente;35553
SP;REINO UNIDO;Temporário;147
SP;PARAGUAI;Temporário;938
SP;CHINA;Temporário;1049
SP;NIGÉRIA;Residente;4130
SP;BOLÍVIA;Temporário;5878
SP;PERU;Temporário;1609
SP;CORÉIA DO SUL;Residente;15520
SP;HAITI;Temporário;9814
SP;FILIPINAS;Residente;502
SP;REINO UNIDO;Residente;3829
SP;SERVIA E MONTENEGRO;Residente;1208
SP;VENEZUELA;Temporário;8786
SP;COLÔMBIA;Temporário;2853
SP;PARAGUAI;Residente;9810
SP;CHILE;Temporário;445
SP;ESTADOS UNIDOS;Residente;10982
SP;AFRICA DO SUL;Residente;350
SP;BANGLADESH;Residente;1056
SP;ARMÊNIA;Residente;55
SP;PERU;Residente;13877
SP;CUBA;Residente;2690
SP;REP. DOMINICANA;Residente;354
SP;MOÇAMBIQUE;Temporário;117
SP;CANADÁ;Residente;1257
SP;AUSTRIA;Residente;1164
SP;ANGOLA;Residente;4336
SP;RÚSSIA;Residente;821
SP;REP. DOMINICANA;Provisório;50
SP;INDIA;Residente;1266
SP;ROMÊNIA;Residente;1461
SP;MÉXICO;Temporário;290
SP;SÍRIA;Residente;3665
SP;PAÍSES BAIXOS;Residente;2457
SP;BANGLADESH;Provisório;236
SP;COLÔMBIA;Residente;10356
SP;ARGÉLIA;Residente;93
SP;PANAMÁ;Residente;250
SP;ISRAEL;Residente;973
SP;FINLÂNDIA;Residente;299
SP;LITUÂNIA;Residente;1149
SP;TUNÍSIA;Residente;144
SP;TUNÍSIA;Provisório;53
SP;ALEMANHA;Temporário;286
SP;CANADÁ;Temporário;53
SP;CONGO;Residente;638
SP;TOGO;Residente;143
SP;VENEZUELA;Provisório;2148
SP;CUBA;Provisório;614
SP;EQUADOR;Temporário;1076
SP;APÁTRIDA;Residente;689
SP;POLÔNIA;Residente;1271
SP;TAILÂNDIA;Residente;95
SP;MALI;Provisório;41
SP;SENEGAL;Residente;2014
SP;CROÁCIA;Temporário;17
SP;CHINA;Provisório;760
SP;CABO VERDE;Temporário;47
SP;LETÔNIA;Residente;193
SP;IRÃ;Provisório;50
SP;ESTADOS UNIDOS;Temporário;961
SP;ESTÔNIA;Residente;62
SP;GRÉCIA;Residente;1066
SP;PANAMÁ;Temporário;21
SP;SUÉCIA;Residente;957
SP;ITÁLIA;Provisório;6
SP;TURQUIA;Residente;450
SP;QUÊNIA;Residente;52
SP;IRAQUE;Residente;198
SP;GUINÉ BISSAU;Residente;696
SP;GANA;Residente;346
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;149
SP;SUDÃO;Residente;60
SP;COLÔMBIA;Provisório;38
SP;PORTUGAL;Temporário;203
SP;CABO VERDE;Residente;302
SP;AUSTRÁLIA;Residente;601
SP;TCHECOSLOVAQUIA;Residente;114
SP;GUINÉ BISSAU;Provisório;178
SP;NOVA ZELÂNDIA;Residente;142
SP;NICARÁGUA;Residente;159
SP;ITÁLIA;Temporário;299
SP;MALÁSIA;Residente;96
SP;COSTA RICA;Residente;270
SP;BÉLGICA;Residente;1132
SP;ANGOLA;Temporário;583
SP;JORDÂNIA;Residente;242
SP;BENIN;Residente;128
SP;CAMARÕES;Residente;271
SP;EGITO;Residente;750
SP;BULGÁRIA;Residente;122
SP;JAPÃO;Temporário;421
SP;AFEGANISTÃO;Temporário;168
SP;HONG-KONG (R.A.E.);Residente;42
SP;INDIA;Temporário;269
SP;PAÍSES BAIXOS;Temporário;49
SP;ARGENTINA;Temporário;296
SP;CORÉIA DO SUL;Provisório;86
SP;PAQUISTÃO;Residente;506
SP;BENIN;Temporário;55
SP;INDONÉSIA;Residente;194
SP;GUIANA FRANCESA;Residente;81
SP;SURINAME;Residente;19
SP;FRANÇA;Temporário;453
SP;CONGO;Provisório;24
SP;NEPAL;Residente;50
SP;MALI;Residente;126
SP;MARROCOS;Provisório;228
SP;NIGÉRIA;Provisório;511
SP;BANGLADESH;Temporário;143
SP;HUNGRIA;Residente;534
SP;ESPANHA;Temporário;264
SP;UCRÂNIA;Residente;293
SP;GUINÉ;Residente;157
SP;NORUEGA;Residente;234
SP;TANZÂNIA;Residente;78
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;83
SP;IRLANDA;Residente;397
SP;TANZÂNIA;Temporário;4
SP;IRÃ;Residente;367
SP;MALI;Temporário;16
SP;EQUADOR;Residente;1668
SP;IÊMEN;Residente;146
SP;TOGO;Temporário;15
SP;DINAMARCA;Residente;429
SP;HONDURAS;Residente;121
SP;CORÉIA DO SUL;Temporário;446
SP;PERU;Provisório;13
SP;MOÇAMBIQUE;Residente;239
SP;PALESTINA;Provisório;30
SP;BÉLGICA;Temporário;35
SP;BELARUS;Residente;39
SP;FILIPINAS;Temporário;123
SP;REP. DOMINICANA;Temporário;117
SP;SUÍCA;Temporário;49
SP;AFEGANISTÃO;Provisório;204
SP;EL SALVADOR;Residente;193
SP;GUATEMALA;Residente;207
SP;GUATEMALA;Temporário;36
SP;COSTA DO MARFIM;Provisório;23
SP;GUINÉ;Temporário;4
SP;GUIANA;Residente;14
SP;UNIÃO SOVIÉTICA;Residente;63
SP;AFEGANISTÃO;Residente;62
SP;CAMARÕES;Temporário;31
SP;SÉRVIA;Residente;76
SP;SENEGAL;Temporário;97
SP;CUBA;Temporário;173
SP;LIBÉRIA;Provisório;2
SP;LÍBIA;Provisório;4
SP;GUINÉ BISSAU;Temporário;91
SP;NICARÁGUA;Temporário;21
SP;REPÚBLICA TCHECA;Residente;141
SP;QUIRGUISTÃO;Residente;6
SP;LÍBANO;Provisório;191
SP;ARGENTINA;Provisório;9
SP;TANZÂNIA;Provisório;28
SP;ESLOVÁQUIA;Residente;62
SP;CROÁCIA;Residente;94
SP;VIETINA;Residente;64
SP;GUINÉ;Provisório;66
SP;ETIÓPIA;Residente;17
SP;PALESTINA;Residente;395
SP;SUÉCIA;Temporário;106
SP;SÉRVIA;Provisório;4
SP;LÍBANO;Temporário;50
SP;COSTA DO MARFIM;Residente;77
SP;CINGAPURA;Residente;65
SP;SÍRIA;Provisório;59
SP;GÂMBIA;Residente;51
SP;GÂMBIA;Provisório;10
SP;KUAITE;Residente;6
SP;GANA;Provisório;49
SP;TOGO;Provisório;34
SP;FILIPINAS;Provisório;74
SP;TRINIDAD E TOBAGO;Temporário;2
SP;LÍBIA;Residente;189
SP;BURKINA FASO;Residente;56
SP;INDIA;Provisório;40
SP;UGANDA;Residente;20
SP;AFRICA DO SUL;Provisório;42
SP;BURKINA FASO;Provisório;38
SP;NORUEGA;Temporário;12
SP;DJIBUTI;Residente;5
SP;MARROCOS;Temporário;8
SP;GABÃO;Residente;4
SP;UCRÂNIA;Temporário;96
SP;PARAGUAI;Provisório;9
SP;SERRA LEOA;Residente;137
SP;EGITO;Provisório;70
SP;GUINÉ EQUATORIAL;Provisório;7
SP;CAZAQUISTÃO;Provisório;7
SP;LUXEMBURGO;Residente;31
SP;ISLÂNDIA;Residente;20
SP;SUDÃO;Provisório;6
SP;SAN MARINO;Residente;4
SP;CHIPRE;Residente;14
SP;RÚSSIA;Provisório;25
SP;ZÂMBIA;Residente;11
SP;COSTA RICA;Temporário;52
SP;TAIWAN, PROVINCIA DA CHINA;Residente;81
SP;MACAU (R.A.E.);Residente;4
SP;AUSTRIA;Temporário;55
SP;TAILÂNDIA;Temporário;7
SP;CAMARÕES;Provisório;67
SP;NIGÉRIA;Temporário;79
SP;CHILE;Provisório;5
SP;PAQUISTÃO;Temporário;36
SP;MÉXICO;Provisório;7
SP;BENIN;Provisório;18
SP;GUAM;Residente;4
SP;IRÃ;Temporário;63
SP;MAURITÂNIA;Provisório;18
SP;ALBÂNIA;Residente;25
SP;MALTA;Residente;23
SP;MAURITÂNIA;Residente;46
SP;SÍRIA;Temporário;40
SP;CONGO;Temporário;10
SP;ESPANHA;Provisório;3
SP;VIETNAM DO NORTE;Residente;14
SP;MOÇAMBIQUE;Provisório;40
SP;CORÉIA DO NORTE;Residente;6
SP;LIECHTENSTEIN;Residente;7
SP;LIBÉRIA;Residente;29
SP;AFRICA DO SUL;Temporário;19
SP;ESTADOS UNIDOS;Provisório;9
SP;ALBÂNIA;Provisório;1
SP;SUÍCA;Provisório;2
SP;SURINAME;Provisório;4
SP;BOLÍVIA;Provisório;18
SP;ARÁBIA SAUDITA;Residente;34
SP;PAQUISTÃO;Provisório;25
SP;SRI LANKA;Residente;14
SP;CHADE;Residente;6
SP;BURUNDI;Residente;25
SP;BÓSNIA-HERZEGOVINA;Residente;16
SP;EMIRADOS ÁRABES;Residente;14
SP;SOMÁLIA;Residente;9
SP;ZIMBÁBUE;Residente;12
SP;GEÓRGIA;Residente;12
SP;GABÃO;Temporário;5
SP;BOTSUANA;Residente;1
SP;RÚSSIA;Temporário;64
SP;SÃO CRISTOVÃO E NEVIS;Residente;4
SP;TURQUIA;Temporário;36
SP;SENEGAL;Provisório;31
SP;ISRAEL;Temporário;22
SP;ESLOVÁQUIA;Temporário;6
SP;TONGA;Temporário;2
SP;SAO TOMÉ E PRÍNCIPE;Residente;20
SP;JAMAICA;Residente;15
SP;ESLOVÊNIA;Residente;37
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;22
SP;ESTÔNIA;Temporário;3
SP;GANA;Temporário;20
SP;URUGUAI;Temporário;27
SP;NEPAL;Temporário;11
SP;ETIÓPIA;Temporário;12
SP;ARMÊNIA;Temporário;1
SP;TURQUIA;Provisório;51
SP;MAURITÂNIA;Temporário;1
SP;TURCAS E CAICOS;Residente;1
SP;TAILÂNDIA;Provisório;21
SP;NAMÍBIA;Provisório;7
SP;GRANADA;Temporário;2
SP;UZBEQUISTÃO;Temporário;1
SP;UGANDA;Provisório;2
SP;ILHAS CANARIAS;Residente;8
SP;JORDÂNIA;Temporário;5
SP;BERMUDAS;Residente;2
SP;EL SALVADOR;Temporário;30
SP;PORTUGAL;Provisório;50
SP;CINGAPURA;Temporário;11
SP;NACIONALIDADE INDEFINIDA;Provisório;6
SP;IÊMEN;Provisório;19
SP;IRAQUE;Provisório;3
SP;HAITI;Provisório;45
SP;BAREINE;Temporário;1
SP;DINAMARCA;Temporário;19
SP;HONG-KONG (R.A.E.);Temporário;3
SP;GAZA;Residente;1
SP;JORDÂNIA;Provisório;9
SP;AUSTRÁLIA;Temporário;14
SP;GUATEMALA;Provisório;3
SP;CABO VERDE;Provisório;26
SP;INDONÉSIA;Temporário;17
SP;SAO TOMÉ E PRÍNCIPE;Temporário;15
SP;ASHMORE E CARTIER;Residente;1
SP;COSTA DO MARFIM;Temporário;7
SP;LESOTO;Residente;2
SP;SERRA LEOA;Provisório;10
SP;ANTILHAS HOLÂNDESAS;Residente;4
SP;MOLDOVA;Residente;13
SP;BRUNEI;Residente;1
SP;POLÔNIA;Temporário;54
SP;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
SP;COMORES;Residente;1
SP;TAIWAN, PROVINCIA DA CHINA;Temporário;8
SP;ROMÊNIA;Temporário;13
SP;BELIZE;Residente;2
SP;TRINIDAD E TOBAGO;Residente;25
SP;QUÊNIA;Provisório;8
SP;JAMAICA;Temporário;11
SP;SAO TOMÉ E PRÍNCIPE;Provisório;6
SP;INFNI;Residente;2
SP;BELIZE;Temporário;1
SP;GIBRALTAR;Residente;5
SP;NÍGER;Residente;2
SP;MYANMAR;Residente;8
SP;KABARDINO BALKAR;Residente;1
SP;NACIONALIDADE INDEFINIDA;Residente;4
SP;TONGA;Residente;1
SP;UGANDA;Temporário;4
SP;REPÚBLICA TCHECA;Temporário;14
SP;CAZAQUISTÃO;Residente;22
SP;APÁTRIDA;Temporário;4
SP;SRI LANKA;Temporário;5
SP;VIETINA;Temporário;7
SP;ETIÓPIA;Provisório;5
SP;EGITO;Temporário;6
SP;INDONÉSIA;Provisório;2
SP;BAHAMA,IS;Residente;4
SP;UCRÂNIA;Provisório;8
SP;IRAQUE;Temporário;2
SP;FRANÇA;Provisório;2
SP;EL SALVADOR;Provisório;8
SP;SÉRVIA;Temporário;6
SP;HONDURAS;Provisório;3
SP;ARMÊNIA;Provisório;4
SP;QUÊNIA;Temporário;17
SP;MAURÍCIO;Residente;28
SP;PAÍSES BAIXOS;Provisório;3
SP;MADAGASCAR;Temporário;1
SP;IRLANDA;Temporário;10
SP;GUIANA;Provisório;2
SP;GÂMBIA;Temporário;6
SP;DOMINICA;Residente;8
SP;GRÉCIA;Temporário;25
SP;NEPAL;Provisório;7
SP;MALÁSIA;Temporário;56
SP;SUDÃO;Temporário;3
SP;MALÁSIA;Provisório;4
SP;BELARUS;Provisório;2
SP;KOSOVO;Residente;2
SP;BOTSUANA;Provisório;1
SP;CHADE;Provisório;3
SP;LUXEMBURGO;Temporário;1
SP;MYANMAR;Provisório;1
SP;MALAVI;Provisório;2
SP;TRINIDAD E TOBAGO;Provisório;3
SP;BURUNDI;Temporário;2
SP;HONG-KONG (R.A.E.);Provisório;2
SP;LETÔNIA;Temporário;3
SP;ZIMBÁBUE;Provisório;1
SP;GABÃO;Provisório;1
SP;CROÁCIA;Provisório;3
SP;BURKINA FASO;Temporário;6
SP;ERITRÉIA;Provisório;2
SP;NICARÁGUA;Provisório;4
SP;CATAR;Residente;2
SP;GRÉCIA;Provisório;1
SP;GEÓRGIA;Provisório;2
SP;BULGÁRIA;Temporário;2
SP;eritréia;Residente;2
SP;HONDURAS;Temporário;25
SP;EQUADOR;Provisório;4
SP;NAMÍBIA;Residente;6
SP;SOMÁLIA;Provisório;1
SP;UZBEQUISTÃO;Residente;10
SP;SANTA LÚCIA;Residente;2
SP;ALEMANHA;Provisório;5
SP;AZERBAIJÃO;Residente;5
SP;SÃO VICENTE E GRANADINAS;Residente;4
SP;RUANDA;Residente;4
SP;GUINÉ EQUATORIAL;Temporário;8
SP;CAMBOJA;Residente;5
SP;SERRA LEOA;Temporário;2
SP;MONGÓLIA;Residente;11
SP;PORTO RICO;Residente;4
SP;LETÔNIA;Provisório;1
SP;FINLÂNDIA;Temporário;41
SP;BARBADOS;Residente;2
SP;SEYCHELLES;Residente;1
SP;GUIANA;Temporário;2
SP;ARGÉLIA;Provisório;8
SP;BELIZE;Provisório;1
SP;ESLOVÊNIA;Temporário;2
SP;ZÂMBIA;Provisório;1
SP;HUNGRIA;Provisório;3
SP;CHADE;Temporário;3
SP;BURUNDI;Provisório;1
SP;ANTÍGUA;Residente;2
SP;BHUTAN;Residente;5
SP;REINO UNIDO;Provisório;3
SP;LITUÂNIA;Temporário;3
SP;TURCOMENISTÃO;Temporário;3
SP;HUNGRIA;Temporário;15
SP;MASCATE;Residente;2
SP;PANAMÁ, ZONA DO CANAL;Residente;3
SP;BELARUS;Temporário;7
SP;PANAMÁ;Provisório;3
SP;GRANADA;Provisório;1
SP;NAMÍBIA;Temporário;2
SP;BAREINE;Residente;1
SP;GRANADA;Residente;4
SP;ISRAEL;Provisório;2
SP;SURINAME;Temporário;1
SP;GUINÉ EQUATORIAL;Residente;2
SP;ANDORRA;Residente;4
SP;REP. CENTRO AFRICANA;Residente;3
SP;TURCOMENISTÃO;Residente;2
SP;BUTÃO;Residente;7
SP;ILHAS BALEARES;Residente;1
SP;MACEDÔNIA;Residente;8
SP;MALAVI;Residente;4
SP;TIMOR LESTE;Residente;2
SP;TUNÍSIA;Temporário;9
SP;SAN MARINO;Temporário;1
SP;COSTA RICA;Provisório;3
SP;ZIMBÁBUE;Temporário;8
SP;REP. MONTENEGRO;Residente;3
SP;SANTA LÚCIA;Temporário;1
SP;ESLOVÊNIA;Provisório;1
SP;ZÂMBIA;Temporário;1
SP;KUAITE;Temporário;1
MG;ESTADOS UNIDOS;Temporário;189
MG;ALEMANHA;Residente;1085
MG;COLÔMBIA;Residente;1564
MG;ANGOLA;Temporário;54
MG;IRLANDA;Residente;68
MG;PORTUGAL;Residente;4272
MG;VENEZUELA;Temporário;3451
MG;CUBA;Residente;562
MG;FRANÇA;Residente;831
MG;SUÍCA;Residente;278
MG;CHILE;Residente;1007
MG;PERU;Residente;874
MG;ITÁLIA;Residente;2829
MG;URUGUAI;Residente;459
MG;ESTADOS UNIDOS;Residente;1709
MG;PAÍSES BAIXOS;Residente;459
MG;PANAMÁ;Residente;43
MG;JAPÃO;Residente;1143
MG;ESPANHA;Residente;1056
MG;COLÔMBIA;Temporário;1105
MG;MÉXICO;Residente;216
MG;ROMÊNIA;Residente;53
MG;VENEZUELA;Residente;2512
MG;CHINA;Residente;1467
MG;ARGENTINA;Residente;1758
MG;ANGOLA;Residente;249
MG;VENEZUELA;Provisório;696
