UF;NACIONALIDADE;CLASSIFICACAO;QTD
SP;RÚSSIA;Provisório;63
SP;CANADÁ;Temporário;61
SP;SANTA LÚCIA;Residente;2
SP;REINO UNIDO;Temporário;170
SP;COSTA RICA;Temporário;61
SP;GUINÉ;Residente;180
SP;UNIÃO SOVIÉTICA;Residente;63
SP;IRÃ;Provisório;51
SP;VIETINA;Residente;71
SP;TURQUIA;Temporário;33
SP;ARGÉLIA;Residente;95
SP;EL SALVADOR;Residente;198
SP;LÍBIA;Residente;223
SP;BENIN;Provisório;18
SP;CONGO;Provisório;26
SP;TAIWAN, PROVINCIA DA CHINA;Residente;84
SP;SURINAME;Residente;20
SP;NIGÉRIA;Temporário;82
SP;LETÔNIA;Residente;195
SP;TCHECOSLOVAQUIA;Residente;114
SP;TRINIDAD E TOBAGO;Residente;27
SP;ARGENTINA;Provisório;10
SP;TUNÍSIA;Residente;156
SP;ARMÊNIA;Residente;58
SP;GANA;Residente;364
SP;GÂMBIA;Provisório;14
SP;GUINÉ BISSAU;Temporário;125
SP;MAURITÂNIA;Residente;49
SP;GANA;Temporário;21
SP;MALTA;Residente;23
SP;KUAITE;Temporário;1
SP;ITÁLIA;Provisório;8
SP;TUNÍSIA;Provisório;77
SP;INDIA;Provisório;36
SP;MOLDOVA;Residente;15
SP;NEPAL;Residente;56
SP;MALÁSIA;Temporário;47
SP;TANZÂNIA;Residente;84
SP;JAMAICA;Residente;15
SP;GRÉCIA;Temporário;40
SP;ESLOVÊNIA;Residente;38
SP;QUÊNIA;Temporário;18
SP;APÁTRIDA;Temporário;3
SP;HUNGRIA;Provisório;3
SP;PORTUGAL;Provisório;57
SP;TAILÂNDIA;Provisório;21
SP;SÃO VICENTE E GRANADINAS;Residente;4
SP;AZERBAIJÃO;Residente;5
SP;SÍRIA;Provisório;59
SP;PALESTINA;Provisório;33
SP;CABO VERDE;Temporário;57
SP;QUÊNIA;Residente;52
SP;GEÓRGIA;Residente;12
SP;UZBEQUISTÃO;Residente;12
SP;NICARÁGUA;Provisório;2
SP;TURCOMENISTÃO;Temporário;2
SP;GUIANA;Residente;18
SP;BURKINA FASO;Provisório;41
SP;GUATEMALA;Temporário;43
SP;PARAGUAI;Provisório;7
SP;MYANMAR;Residente;10
SP;TANZÂNIA;Provisório;23
SP;BOLÍVIA;Provisório;16
SP;AFRICA DO SUL;Provisório;49
SP;ESLOVÊNIA;Provisório;2
SP;eritréia;Residente;2
SP;GANA;Provisório;53
SP;ESTADOS UNIDOS;Provisório;6
SP;BURUNDI;Residente;27
SP;MOÇAMBIQUE;Temporário;139
SP;SANTA LÚCIA;Temporário;1
SP;EL SALVADOR;Provisório;9
SP;CABO VERDE;Provisório;18
SP;LÍBIA;Provisório;9
SP;MAURÍCIO;Residente;30
SP;INDONÉSIA;Temporário;14
SP;PANAMÁ;Temporário;34
SP;REPÚBLICA TCHECA;Temporário;17
SP;IÊMEN;Residente;149
SP;SOMÁLIA;Residente;11
SP;VIETNAM DO NORTE;Residente;12
SP;BELARUS;Residente;39
SP;SAO TOMÉ E PRÍNCIPE;Provisório;7
SP;PERU;Provisório;9
SP;BÉLGICA;Temporário;48
SP;ZÂMBIA;Residente;12
SP;FILIPINAS;Temporário;184
SP;EGITO;Provisório;48
SP;KOSOVO;Residente;2
SP;ARGÉLIA;Provisório;8
SP;QUÊNIA;Provisório;3
SP;ESPANHA;Provisório;6
SP;GABÃO;Residente;5
SP;NÍGER;Residente;2
SP;CORÉIA DO NORTE;Residente;6
SP;BURKINA FASO;Temporário;5
SP;CAMARÕES;Temporário;17
SP;POLÔNIA;Temporário;50
SP;ISRAEL;Provisório;2
SP;CHADE;Residente;5
SP;ALBÂNIA;Residente;25
SP;HONG-KONG (R.A.E.);Residente;42
SP;BARBADOS;Residente;2
SP;ETIÓPIA;Provisório;3
SP;ARÁBIA SAUDITA;Residente;36
SP;GUAM;Residente;3
SP;CAZAQUISTÃO;Residente;22
SP;UCRÂNIA;Provisório;9
SP;CROÁCIA;Temporário;13
SP;ESLOVÁQUIA;Residente;66
SP;GUIANA;Temporário;8
SP;GUINÉ EQUATORIAL;Provisório;8
SP;CAZAQUISTÃO;Provisório;7
SP;ISLÂNDIA;Residente;20
SP;SUDÃO;Provisório;2
SP;QUIRGUISTÃO;Residente;6
SP;ZIMBÁBUE;Residente;12
SP;TAILÂNDIA;Temporário;11
SP;LIBÉRIA;Provisório;1
SP;BOTSUANA;Residente;1
SP;SÉRVIA;Provisório;6
SP;GRANADA;Temporário;2
SP;AUSTRIA;Temporário;33
SP;CONGO;Temporário;13
SP;GUIANA;Provisório;2
SP;SAO TOMÉ E PRÍNCIPE;Temporário;15
SP;ISRAEL;Temporário;31
SP;DINAMARCA;Temporário;36
SP;TAIWAN, PROVINCIA DA CHINA;Temporário;13
SP;NICARÁGUA;Temporário;23
SP;IRÃ;Residente;1
SP;PAQUISTÃO;Provisório;24
SP;IUGUSLAVIA;Residente;4
SP;MARROCOS;Temporário;11
SP;SERRA LEOA;Provisório;7
SP;PORTO RICO;Residente;4
SP;ILHAS CANARIAS;Residente;8
SP;INDONÉSIA;Provisório;2
SP;HONG-KONG (R.A.E.);Temporário;6
SP;AFRICA DO SUL;Temporário;13
SP;SEYCHELLES;Residente;1
SP;IRÃ;Temporário;76
SP;ANTILHAS HOLÂNDESAS;Residente;4
SP;RUANDA;Residente;4
SP;FINLÂNDIA;Temporário;25
SP;PALESTINA;Temporário;5
SP;EQUADOR;Provisório;5
SP;OMÃ, SULTANATO DE;Temporário;1
SP;SRI LANKA;Temporário;19
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;17
SP;HUNGRIA;Temporário;10
SP;SRI LANKA;Residente;14
SP;ALEMANHA;Provisório;6
SP;NOVA ZELÂNDIA;Temporário;6
SP;SAN MARINO;Residente;3
SP;GUINÉ;Temporário;3
SP;MACAU (R.A.E.);Residente;4
SP;CHILE;Provisório;3
SP;LIECHTENSTEIN;Residente;7
SP;BELARUS;Provisório;5
SP;SURINAME;Provisório;6
SP;VIETINA;Temporário;10
SP;SERRA LEOA;Temporário;1
SP;BELARUS;Temporário;11
SP;ROMÊNIA;Temporário;25
SP;GRANADA;Residente;5
SP;PANAMÁ;Provisório;1
SP;IRAQUE;Provisório;17
SP;MACEDÔNIA;Residente;12
SP;JAMAICA;Provisório;4
SP;GUIANA FRANCESA;Provisório;3
SP;DOMINICA;Residente;9
SP;GIBRALTAR;Residente;5
SP;BURUNDI;Provisório;2
SP;ANTÍGUA;Residente;2
SP;JORDÂNIA;Provisório;7
SP;BHUTAN;Residente;4
SP;EMIRADOS ÁRABES;Residente;14
SP;CHADE;Temporário;2
SP;JAMAICA;Temporário;12
SP;GÂMBIA;Temporário;4
SP;HONDURAS;Temporário;29
SP;ESTÔNIA;Temporário;6
SP;UGANDA;Temporário;6
SP;ETIÓPIA;Temporário;9
SP;ANDORRA;Residente;4
SP;GABÃO;Provisório;4
SP;ERITRÉIA;Provisório;2
SP;MONGÓLIA;Residente;11
SP;NAMÍBIA;Residente;7
SP;CAMBOJA;Residente;5
SP;REP. CENTRO AFRICANA;Residente;4
SP;GUINÉ EQUATORIAL;Temporário;13
SP;BELIZE;Residente;2
SP;SÉRVIA;Temporário;3
SP;GABÃO;Temporário;5
SP;FRANÇA;Provisório;1
SP;POLÔNIA;Provisório;1
SP;NEPAL;Provisório;4
SP;CATAR;Residente;2
SP;PANAMÁ, ZONA DO CANAL;Residente;3
SP;DJIBUTI;Residente;5
SP;ARMÊNIA;Provisório;6
SP;CROÁCIA;Provisório;5
SP;PAÍSES BAIXOS;Provisório;1
SP;MADAGASCAR;Temporário;1
SP;MALÁSIA;Provisório;2
SP;CHADE;Provisório;3
SP;MYANMAR;Provisório;2
SP;SUDÃO;Temporário;1
SP;REP. MONTENEGRO;Residente;3
SP;RUANDA;Temporário;1
SP;SÃO CRISTOVÃO E NEVIS;Residente;4
SP;TURCOMENISTÃO;Residente;2
SP;IRAQUE;Temporário;2
SP;COSTA DO MARFIM;Temporário;10
SP;EGITO;Temporário;4
SP;COMORES;Residente;1
SP;MALAVI;Provisório;2
SP;NACIONALIDADE INDEFINIDA;Provisório;5
SP;TANZÂNIA;Temporário;5
SP;BAREINE;Temporário;1
SP;LESOTO;Residente;2
SP;BULGÁRIA;Temporário;3
SP;UZBEQUISTÃO;Temporário;1
SP;ARMÊNIA;Temporário;2
SP;AUSTRÁLIA;Provisório;1
SP;GUINÉ EQUATORIAL;Residente;3
SP;TONGA;Temporário;2
SP;ARUBA;Temporário;1
SP;BAREINE;Residente;1
SP;LETÔNIA;Temporário;4
SP;LITUÂNIA;Temporário;4
SP;HONG-KONG (R.A.E.);Provisório;1
SP;BUTÃO;Residente;8
SP;TIMOR LESTE;Residente;2
SP;MALAVI;Residente;4
SP;BURUNDI;Temporário;2
SP;ZIMBÁBUE;Provisório;1
SP;TRINIDAD E TOBAGO;Provisório;2
SP;JORDÂNIA;Temporário;4
SP;ALBÂNIA;Provisório;1
SP;LIBÉRIA;Temporário;1
SP;ASHMORE E CARTIER;Residente;1
SP;BERMUDAS;Residente;2
SP;GRÉCIA;Provisório;1
SP;NAMÍBIA;Provisório;6
SP;HONDURAS;Provisório;3
SP;TURCOMENISTÃO;Provisório;1
SP;LETÔNIA;Provisório;1
SP;SOMÁLIA;Provisório;3
SP;BAHAMA,IS;Temporário;1
SP;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
SP;TURCAS E CAICOS;Residente;1
SP;BRUNEI;Residente;1
SP;INFNI;Residente;2
SP;GUIANA FRANCESA;Temporário;2
SP;QUIRGUISTÃO;Provisório;1
SP;LUXEMBURGO;Temporário;2
SP;ESLOVÁQUIA;Temporário;5
SP;ILHAS BALEARES;Residente;1
SP;CAZAQUISTÃO;Temporário;2
SP;CANADÁ;Provisório;2
SP;IÊMEN;Temporário;1
SP;SURINAME;Temporário;2
SP;GUATEMALA;Provisório;1
SP;NACIONALIDADE INDEFINIDA;Residente;5
SP;KABARDINO BALKAR;Residente;1
SP;SRI LANKA;Provisório;3
SP;TONGA;Residente;1
SP;MASCATE;Residente;2
SP;REINO UNIDO;Provisório;1
SP;GAZA;Residente;1
SP;GEÓRGIA;Temporário;3
RS;COLÔMBIA;Residente;1829
RS;ITÁLIA;Residente;1387
RS;VENEZUELA;Temporário;13463
RS;FRANÇA;Residente;410
RS;VENEZUELA;Residente;8262
RS;JAPÃO;Residente;870
RS;HAITI;Residente;13581
RS;ALEMANHA;Residente;1330
RS;CHILE;Residente;1258
RS;ARGENTINA;Residente;6561
RS;PARAGUAI;Residente;810
RS;URUGUAI;Residente;30420
RS;ESPANHA;Residente;849
RS;ESTADOS UNIDOS;Residente;888
RS;ITÁLIA;Temporário;36
RS;GUINÉ BISSAU;Residente;64
RS;APÁTRIDA;Residente;86
RS;BÉLGICA;Residente;69
RS;COLÔMBIA;Temporário;958
RS;PORTUGAL;Residente;1913
RS;EGITO;Provisório;4
RS;AUSTRIA;Residente;91
RS;CUBA;Temporário;84
RS;HONDURAS;Residente;52
RS;CUBA;Residente;925
RS;PANAMÁ;Residente;41
RS;REINO UNIDO;Residente;288
RS;CHINA;Residente;614
RS;BOLÍVIA;Residente;352
RS;POLÔNIA;Residente;323
RS;PERU;Temporário;197
RS;PAÍSES BAIXOS;Residente;198
RS;HAITI;Temporário;2720
RS;NICARÁGUA;Residente;36
RS;BENIN;Temporário;20
RS;PERU;Residente;820
RS;PAQUISTÃO;Residente;49
RS;BANGLADESH;Residente;439
RS;JORDÂNIA;Residente;471
RS;CABO VERDE;Residente;33
RS;GUINÉ BISSAU;Temporário;44
RS;AUSTRIA;Temporário;10
RS;AUSTRÁLIA;Residente;69
RS;CANADÁ;Residente;138
RS;UCRÂNIA;Residente;31
RS;COSTA RICA;Residente;34
RS;SENEGAL;Residente;3299
RS;VENEZUELA;Provisório;857
RS;TUNÍSIA;Temporário;3
RS;MALÁSIA;Residente;43
RS;MÉXICO;Residente;169
RS;PALESTINA;Residente;189
RS;ANGOLA;Residente;103
RS;GRÉCIA;Residente;72
RS;INDIA;Residente;44
RS;CUBA;Provisório;508
RS;FRANÇA;Temporário;21
RS;CHINA;Temporário;43
RS;ARGÉLIA;Residente;4
RS;URUGUAI;Provisório;74
RS;ALEMANHA;Temporário;47
RS;REP. DOMINICANA;Residente;157
RS;BANGLADESH;Provisório;5
RS;CORÉIA DO SUL;Residente;152
RS;REP. DOMINICANA;Provisório;20
RS;URUGUAI;Fronteiriço;5262
RS;ISRAEL;Residente;35
RS;EQUADOR;Residente;194
RS;MOÇAMBIQUE;Temporário;76
RS;RÚSSIA;Residente;171
RS;ESTADOS UNIDOS;Temporário;155
RS;ROMÊNIA;Residente;57
RS;MOÇAMBIQUE;Residente;30
RS;AFEGANISTÃO;Temporário;41
RS;NORUEGA;Residente;23
RS;FILIPINAS;Residente;47
RS;EQUADOR;Temporário;98
RS;ANGOLA;Temporário;42
RS;GUATEMALA;Residente;34
RS;NIGÉRIA;Residente;41
RS;EGITO;Residente;45
RS;SÍRIA;Residente;80
RS;COSTA RICA;Temporário;5
RS;SOMÁLIA;Residente;4
RS;LÍBANO;Residente;131
RS;UNIÃO SOVIÉTICA;Residente;18
RS;SENEGAL;Temporário;101
RS;EL SALVADOR;Residente;59
RS;CORÉIA DO SUL;Temporário;19
RS;AFEGANISTÃO;Residente;10
RS;SENEGAL;Provisório;20
RS;QUÊNIA;Temporário;2
RS;ANGOLA;Provisório;17
RS;PORTUGAL;Temporário;14
RS;SUÍCA;Residente;109
RS;HAITI;Provisório;9
RS;TOGO;Provisório;2
RS;PARAGUAI;Temporário;214
RS;SERVIA E MONTENEGRO;Residente;19
RS;ESTÔNIA;Temporário;1
RS;BULGÁRIA;Residente;12
RS;ARGENTINA;Temporário;355
RS;URUGUAI;Temporário;58
RS;TURQUIA;Residente;40
RS;ESPANHA;Temporário;28
RS;CHILE;Temporário;107
RS;TOGO;Residente;19
RS;ESLOVÊNIA;Residente;3
RS;FINLÂNDIA;Residente;11
RS;DINAMARCA;Residente;26
RS;CHINA;Provisório;5
RS;ALBÂNIA;Residente;7
RS;BOLÍVIA;Temporário;49
RS;MARROCOS;Residente;44
RS;GUATEMALA;Provisório;2
RS;SUÉCIA;Residente;51
RS;REP. DOMINICANA;Temporário;30
RS;CABO VERDE;Provisório;3
RS;ARMÊNIA;Residente;3
RS;GUINÉ;Residente;38
RS;MARROCOS;Provisório;36
RS;TURQUIA;Temporário;28
RS;TRINIDAD E TOBAGO;Residente;2
RS;ARGENTINA;Provisório;12
RS;PAQUISTÃO;Temporário;15
RS;MÉXICO;Temporário;44
RS;CONGO;Residente;29
RS;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;5
RS;TAILÂNDIA;Residente;6
RS;GRANADA;Residente;1
RS;TUNÍSIA;Residente;18
RS;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;10
RS;GABÃO;Temporário;6
RS;GANA;Residente;185
RS;LETÔNIA;Residente;8
RS;HUNGRIA;Residente;19
RS;REPÚBLICA TCHECA;Residente;11
RS;UCRÂNIA;Temporário;8
RS;CANADÁ;Temporário;3
RS;CONGO;Provisório;3
RS;VIETINA;Residente;4
RS;TCHECOSLOVAQUIA;Residente;9
RS;AFRICA DO SUL;Residente;24
RS;BANGLADESH;Temporário;48
RS;IRLANDA;Residente;34
RS;BOLÍVIA;Provisório;1
RS;COLÔMBIA;Provisório;20
RS;ALEMANHA;Provisório;2
RS;CAMARÕES;Temporário;7
RS;SUÉCIA;Temporário;2
RS;BENIN;Residente;14
RS;CHIPRE;Temporário;1
RS;NEPAL;Residente;5
RS;IRÃ;Residente;22
RS;SUAZILÂNDIA;Residente;1
RS;FILIPINAS;Temporário;8
RS;REINO UNIDO;Temporário;11
RS;LITUÂNIA;Residente;12
RS;INDONÉSIA;Residente;15
RS;CROÁCIA;Residente;9
RS;ETIÓPIA;Residente;1
RS;NOVA ZELÂNDIA;Residente;22
RS;RÚSSIA;Temporário;4
RS;LIBÉRIA;Residente;1
RS;BHUTAN;Residente;3
RS;ETIÓPIA;Provisório;1
RS;MÉXICO;Provisório;3
RS;ESTÔNIA;Residente;3
RS;NICARÁGUA;Temporário;5
RS;BUTÃO;Residente;2
RS;CABO VERDE;Temporário;22
RS;CONGO;Temporário;13
RS;IRÃ;Temporário;2
RS;NORUEGA;Temporário;6
RS;DINAMARCA;Temporário;3
RS;TOGO;Temporário;1
RS;JAMAICA;Temporário;3
RS;IRAQUE;Residente;12
RS;POLÔNIA;Temporário;6
RS;EQUADOR;Provisório;2
RS;GANA;Temporário;29
RS;IRAQUE;Provisório;1
RS;HONDURAS;Temporário;14
RS;SURINAME;Residente;2
RS;LÍBANO;Temporário;2
RS;FILIPINAS;Provisório;2
RS;GUINÉ EQUATORIAL;Temporário;6
RS;BELARUS;Residente;8
RS;LÍBIA;Residente;4
RS;TAIWAN, PROVINCIA DA CHINA;Residente;12
RS;GUATEMALA;Temporário;6
RS;MALTA;Residente;1
RS;NACIONALIDADE INDEFINIDA;Residente;1
RS;QUIRGUISTÃO;Residente;1
RS;COSTA DO MARFIM;Residente;8
RS;SÉRVIA;Provisório;1
RS;INDIA;Temporário;15
RS;SÉRVIA;Residente;8
RS;COSTA DO MARFIM;Temporário;7
RS;BURKINA FASO;Residente;3
RS;IÊMEN;Residente;9
RS;CAMARÕES;Residente;4
RS;MALI;Provisório;1
RS;GUIANA;Provisório;2
RS;JAMAICA;Residente;1
RS;GUINÉ BISSAU;Provisório;6
RS;GÂMBIA;Residente;21
RS;PERU;Provisório;4
RS;BARBADOS;Temporário;1
RS;REUNIAO,IS;Residente;2
RS;SAO TOMÉ E PRÍNCIPE;Temporário;2
RS;DOMINICA;Provisório;1
RS;MAURÍCIO;Residente;1
RS;MAURITÂNIA;Residente;3
RS;HONDURAS;Provisório;1
RS;GUIANA;Temporário;4
RS;EL SALVADOR;Provisório;1
RS;BÓSNIA-HERZEGOVINA;Residente;2
RS;BAHAMA,IS;Residente;1
RS;GABÃO;Residente;1
RS;ISLÂNDIA;Residente;1
RS;GANA;Provisório;8
RS;PAÍSES BAIXOS;Temporário;4
RS;ESLOVÁQUIA;Residente;3
RS;SUÍCA;Temporário;2
RS;NAMÍBIA;Temporário;2
RS;MALAVI;Temporário;2
RS;SANTA LÚCIA;Residente;1
RS;FINLÂNDIA;Temporário;2
RS;MALI;Residente;5
RS;PALESTINA;Provisório;4
RS;HONG-KONG (R.A.E.);Residente;13
RS;LUXEMBURGO;Residente;2
RS;GUINÉ;Provisório;1
RS;PARAGUAI;Provisório;3
RS;COSTA RICA;Provisório;2
RS;CAMARÕES;Provisório;2
RS;GUINÉ EQUATORIAL;Residente;1
RS;BÉLGICA;Temporário;1
RS;AFRICA DO SUL;Temporário;2
RS;CINGAPURA;Residente;3
RS;JAPÃO;Temporário;10
RS;INDONÉSIA;Temporário;2
RS;ROMÊNIA;Provisório;1
RS;SÍRIA;Temporário;2
RS;COSTA DO MARFIM;Provisório;1
RS;SAO TOMÉ E PRÍNCIPE;Residente;3
RS;VIETNAM DO NORTE;Residente;1
RS;REP. MONTENEGRO;Residente;1
RJ;ITÁLIA;Residente;8364
RJ;FRANÇA;Residente;5494
RJ;REINO UNIDO;Residente;2514
RJ;FRANÇA;Temporário;730
RJ;JAPÃO;Residente;2308
RJ;PORTUGAL;Residente;70578
RJ;ALEMANHA;Residente;3702
RJ;VENEZUELA;Provisório;442
RJ;LÍBANO;Residente;639
RJ;FILIPINAS;Temporário;1240
RJ;COLÔMBIA;Temporário;1151
RJ;VENEZUELA;Temporário;1645
RJ;ESPANHA;Residente;8088
RJ;CHINA;Residente;6028
RJ;REP. DOMINICANA;Residente;74
RJ;ARGENTINA;Residente;12616
RJ;CHILE;Residente;2743
RJ;DINAMARCA;Residente;333
RJ;IRAQUE;Residente;58
RJ;SUÍCA;Residente;1184
RJ;ESPANHA;Temporário;149
RJ;VENEZUELA;Residente;2453
RJ;ESTADOS UNIDOS;Residente;5447
RJ;BOLÍVIA;Residente;1447
RJ;EQUADOR;Residente;541
RJ;SÍRIA;Residente;537
RJ;URUGUAI;Residente;2041
RJ;POLÔNIA;Residente;485
RJ;CHINA;Temporário;223
RJ;PORTUGAL;Temporário;272
RJ;ANGOLA;Residente;2392
RJ;CONGO;Temporário;17
RJ;REINO UNIDO;Temporário;774
RJ;PERU;Residente;2644
RJ;NICARÁGUA;Residente;79
RJ;ESTADOS UNIDOS;Temporário;649
RJ;CAMARÕES;Residente;44
RJ;NAMÍBIA;Temporário;4
RJ;CABO VERDE;Residente;135
RJ;CONGO;Residente;342
RJ;COLÔMBIA;Residente;2688
RJ;CROÁCIA;Temporário;77
RJ;CUBA;Residente;669
RJ;BÉLGICA;Residente;573
RJ;HAITI;Residente;1705
RJ;SUÉCIA;Residente;493
RJ;CANADÁ;Temporário;121
RJ;NORUEGA;Temporário;381
RJ;ANGOLA;Provisório;167
RJ;PAÍSES BAIXOS;Residente;1098
RJ;AUSTRÁLIA;Residente;295
RJ;PERU;Temporário;686
RJ;APÁTRIDA;Residente;109
RJ;GRÉCIA;Residente;273
RJ;PAQUISTÃO;Residente;74
RJ;POLÔNIA;Temporário;443
RJ;UGANDA;Provisório;2
RJ;BÉLGICA;Temporário;39
RJ;CANADÁ;Residente;571
RJ;HAITI;Temporário;331
RJ;MOÇAMBIQUE;Temporário;64
