UF;NACIONALIDADE;CLASSIFICACAO;QTD
RS;HAITI;Residente;12904
RS;ALEMANHA;Residente;1319
RS;ESTADOS UNIDOS;Residente;869
RS;REINO UNIDO;Residente;284
RS;CHILE;Residente;1249
RS;ITÁLIA;Residente;1394
RS;AUSTRÁLIA;Residente;66
RS;COLÔMBIA;Residente;1747
RS;JAPÃO;Residente;873
RS;URUGUAI;Residente;29657
RS;EQUADOR;Residente;184
RS;CUBA;Temporário;63
RS;HONDURAS;Temporário;12
RS;CUBA;Residente;815
RS;FRANÇA;Residente;404
RS;ARGENTINA;Residente;6266
RS;NORUEGA;Residente;23
RS;GRÉCIA;Residente;71
RS;PORTUGAL;Residente;1915
RS;UCRÂNIA;Residente;31
RS;PARAGUAI;Residente;770
RS;ESPANHA;Residente;855
RS;PERU;Residente;808
RS;APÁTRIDA;Residente;86
RS;CHINA;Residente;620
RS;CANADÁ;Residente;135
RS;ROMÊNIA;Residente;57
RS;VENEZUELA;Residente;6945
RS;SENEGAL;Residente;3140
RS;REPÚBLICA TCHECA;Residente;11
RS;EGITO;Residente;40
RS;PANAMÁ;Residente;42
RS;COLÔMBIA;Temporário;853
RS;TOGO;Residente;13
RS;HAITI;Temporário;4388
RS;GUINÉ BISSAU;Provisório;6
RS;MALÁSIA;Residente;43
RS;RÚSSIA;Residente;166
RS;SUÉCIA;Residente;51
RS;PAÍSES BAIXOS;Residente;189
RS;GUATEMALA;Residente;33
RS;SOMÁLIA;Residente;4
RS;BOLÍVIA;Residente;346
RS;AUSTRIA;Residente;91
RS;EL SALVADOR;Residente;58
RS;POLÔNIA;Residente;324
RS;ANGOLA;Residente;100
RS;JORDÂNIA;Residente;470
RS;REP. DOMINICANA;Residente;146
RS;BENIN;Temporário;18
RS;HONDURAS;Residente;51
RS;CHINA;Temporário;31
RS;NAMÍBIA;Temporário;2
RS;PERU;Temporário;166
RS;CAMARÕES;Temporário;4
RS;MOÇAMBIQUE;Residente;29
RS;COSTA DO MARFIM;Temporário;6
RS;COSTA RICA;Residente;30
RS;GUINÉ BISSAU;Temporário;35
RS;CABO VERDE;Temporário;26
RS;IRLANDA;Residente;34
RS;TCHECOSLOVAQUIA;Residente;9
RS;CABO VERDE;Residente;33
RS;ARGÉLIA;Residente;4
RS;MÉXICO;Residente;158
RS;PAQUISTÃO;Residente;49
RS;CONGO;Temporário;11
RS;GUATEMALA;Temporário;6
RS;GRANADA;Residente;1
RS;SUÉCIA;Temporário;3
RS;SERVIA E MONTENEGRO;Residente;20
RS;INDIA;Residente;44
RS;CORÉIA DO SUL;Residente;144
RS;BÉLGICA;Residente;67
RS;BANGLADESH;Residente;429
RS;SÍRIA;Residente;80
RS;PALESTINA;Residente;194
RS;TURQUIA;Residente;39
RS;BELARUS;Residente;7
RS;DINAMARCA;Residente;26
RS;SÉRVIA;Residente;7
RS;BHUTAN;Residente;3
RS;LÍBANO;Residente;132
RS;ANGOLA;Temporário;45
RS;CHILE;Temporário;116
RS;BENIN;Residente;13
RS;CONGO;Residente;28
RS;FILIPINAS;Residente;45
RS;AFEGANISTÃO;Residente;8
RS;ANGOLA;Provisório;9
RS;BURKINA FASO;Residente;2
RS;EQUADOR;Temporário;83
RS;NICARÁGUA;Residente;36
RS;SUÍCA;Residente;109
RS;MOÇAMBIQUE;Temporário;74
RS;REUNIAO,IS;Residente;2
RS;ESTADOS UNIDOS;Temporário;160
RS;CANADÁ;Temporário;2
RS;NIGÉRIA;Residente;39
RS;FINLÂNDIA;Residente;11
RS;UNIÃO SOVIÉTICA;Residente;18
RS;GANA;Temporário;24
RS;HUNGRIA;Residente;18
RS;MALTA;Residente;1
RS;ARMÊNIA;Residente;3
RS;MARROCOS;Residente;39
RS;GUINÉ;Residente;28
RS;ISRAEL;Residente;35
RS;VENEZUELA;Temporário;9231
RS;AFRICA DO SUL;Residente;25
RS;REINO UNIDO;Temporário;12
RS;NEPAL;Residente;5
RS;TURQUIA;Temporário;27
RS;GANA;Residente;168
RS;POLÔNIA;Temporário;4
RS;NACIONALIDADE INDEFINIDA;Residente;1
RS;VIETINA;Residente;4
RS;MAURÍCIO;Residente;1
RS;INDONÉSIA;Residente;14
RS;LÍBIA;Residente;4
RS;URUGUAI;Temporário;50
RS;TUNÍSIA;Residente;21
RS;LITUÂNIA;Residente;11
RS;BOLÍVIA;Temporário;49
RS;JAMAICA;Residente;1
RS;GUINÉ BISSAU;Residente;58
RS;IÊMEN;Residente;10
RS;TRINIDAD E TOBAGO;Residente;2
RS;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;8
RS;ALBÂNIA;Residente;7
RS;TAIWAN, PROVINCIA DA CHINA;Residente;12
RS;ARGENTINA;Temporário;242
RS;ALEMANHA;Temporário;22
RS;COSTA DO MARFIM;Residente;8
RS;GABÃO;Residente;1
RS;BULGÁRIA;Residente;12
RS;ESLOVÊNIA;Residente;3
RS;GUATEMALA;Provisório;1
RS;CABO VERDE;Provisório;3
RS;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;6
RS;ESLOVÁQUIA;Residente;3
RS;ESTÔNIA;Residente;3
RS;NOVA ZELÂNDIA;Residente;22
RS;REP. DOMINICANA;Temporário;42
RS;FILIPINAS;Temporário;3
RS;IRÃ;Residente;20
RS;MÉXICO;Temporário;30
RS;SANTA LÚCIA;Residente;1
RS;KOSOVO;Residente;1
RS;BUTÃO;Residente;2
RS;CAMARÕES;Residente;4
RS;IRAQUE;Residente;11
RS;BARBADOS;Temporário;1
RS;CROÁCIA;Residente;9
RS;ETIÓPIA;Residente;1
RS;SAO TOMÉ E PRÍNCIPE;Residente;3
RS;PAQUISTÃO;Temporário;14
RS;SURINAME;Residente;2
RS;REP. DOMINICANA;Provisório;13
RS;GABÃO;Temporário;4
RS;CUBA;Provisório;257
RS;CONGO;Provisório;4
RS;QUIRGUISTÃO;Residente;1
RS;URUGUAI;Provisório;74
RS;VIETNAM DO NORTE;Residente;1
RS;BÓSNIA-HERZEGOVINA;Residente;2
RS;HONG-KONG (R.A.E.);Residente;13
RS;TAILÂNDIA;Residente;6
RS;SENEGAL;Temporário;222
RS;LETÔNIA;Residente;6
RS;ESPANHA;Temporário;19
RS;VENEZUELA;Provisório;760
RS;PARAGUAI;Temporário;146
RS;CORÉIA DO SUL;Temporário;21
RS;COSTA RICA;Temporário;4
RS;GUINÉ;Provisório;2
RS;MALI;Residente;4
RS;BANGLADESH;Temporário;65
RS;ISLÂNDIA;Residente;1
RS;MARROCOS;Provisório;25
RS;SENEGAL;Provisório;9
RS;ITÁLIA;Temporário;23
RS;GUINÉ EQUATORIAL;Temporário;5
RS;ARGENTINA;Provisório;5
RS;PORTUGAL;Provisório;1
RS;BANGLADESH;Provisório;12
RS;AFEGANISTÃO;Temporário;37
RS;TURQUIA;Provisório;1
RS;HAITI;Provisório;9
RS;PERU;Provisório;1
RS;COLÔMBIA;Provisório;11
RS;FRANÇA;Temporário;13
RS;EL SALVADOR;Provisório;4
RS;MÉXICO;Provisório;2
RS;SÍRIA;Provisório;3
RS;AUSTRIA;Temporário;7
RS;NORUEGA;Temporário;6
RS;SÍRIA;Temporário;2
RS;PORTUGAL;Temporário;11
RS;URUGUAI;Fronteiriço;5231
RS;GUINÉ EQUATORIAL;Residente;1
RS;LÍBANO;Provisório;1
RS;SUAZILÂNDIA;Residente;1
RS;INDIA;Provisório;1
RS;IRÃ;Temporário;2
RS;MOÇAMBIQUE;Provisório;1
RS;MALAVI;Temporário;2
RS;FILIPINAS;Provisório;4
RS;JAMAICA;Temporário;3
RS;CHINA;Provisório;3
RS;EQUADOR;Provisório;1
RS;TAILÂNDIA;Temporário;1
RS;HONDURAS;Provisório;1
RS;PAÍSES BAIXOS;Temporário;1
RS;ESTÔNIA;Temporário;1
RS;INDIA;Temporário;10
RS;GANA;Provisório;4
RS;INDONÉSIA;Temporário;2
RS;COSTA RICA;Provisório;2
RS;RÚSSIA;Temporário;3
RS;GRÉCIA;Temporário;1
RS;CHIPRE;Temporário;1
RS;COSTA DO MARFIM;Provisório;1
RS;CAZAQUISTÃO;Provisório;1
RS;SUÍCA;Temporário;2
RS;NACIONALIDADE INDEFINIDA;Provisório;1
RS;TOGO;Temporário;4
RS;SERRA LEOA;Temporário;1
RS;NICARÁGUA;Temporário;5
RS;GUIANA;Provisório;1
RS;TOGO;Provisório;2
RS;EGITO;Provisório;1
RS;SUDÃO;Provisório;1
RS;LUXEMBURGO;Residente;2
RS;REP. MONTENEGRO;Residente;1
RS;CINGAPURA;Residente;3
RS;GÂMBIA;Residente;21
RS;LIBÉRIA;Residente;1
RS;UCRÂNIA;Temporário;6
RS;BAHAMA,IS;Residente;1
RS;DINAMARCA;Temporário;1
RS;ETIÓPIA;Provisório;1
RS;ESLOVÁQUIA;Temporário;1
RS;MAURITÂNIA;Residente;3
RS;SAO TOMÉ E PRÍNCIPE;Temporário;2
RS;AFRICA DO SUL;Temporário;1
PE;PORTUGAL;Residente;2198
PE;FRANÇA;Residente;439
PE;URUGUAI;Residente;191
PE;AUSTRIA;Residente;69
PE;CHINA;Residente;848
PE;CANADÁ;Residente;112
PE;REINO UNIDO;Residente;236
PE;COLÔMBIA;Residente;877
PE;ESTADOS UNIDOS;Residente;643
PE;ANGOLA;Residente;74
PE;REPÚBLICA TCHECA;Residente;10
PE;ARGENTINA;Residente;841
PE;RÚSSIA;Residente;22
PE;ALEMANHA;Residente;762
PE;FILIPINAS;Residente;10
PE;ITÁLIA;Residente;929
PE;SUÍCA;Residente;276
PE;JAPÃO;Residente;236
PE;ESPANHA;Residente;398
PE;BÉLGICA;Residente;92
PE;PAÍSES BAIXOS;Residente;169
PE;HAITI;Residente;16
PE;PERU;Residente;229
PE;POLÔNIA;Residente;27
PE;MÉXICO;Residente;60
PE;NORUEGA;Residente;32
PE;CROÁCIA;Residente;7
PE;CHILE;Residente;192
PE;CUBA;Residente;430
PE;CONGO;Residente;4
PE;REP. DOMINICANA;Residente;4
PE;ESLOVÁQUIA;Residente;6
PE;PARAGUAI;Residente;79
PE;BOLÍVIA;Residente;136
PE;DINAMARCA;Residente;24
PE;HUNGRIA;Residente;10
PE;CABO VERDE;Residente;26
PE;SURINAME;Residente;2
PE;MOÇAMBIQUE;Residente;11
PE;AUSTRÁLIA;Residente;15
PE;INDIA;Residente;24
PE;COSTA RICA;Residente;14
PE;TAIWAN, PROVINCIA DA CHINA;Residente;2
PE;EL SALVADOR;Residente;18
PE;CORÉIA DO SUL;Residente;41
PE;LÍBIA;Residente;2
PE;SERVIA E MONTENEGRO;Residente;4
PE;GUINÉ BISSAU;Residente;34
PE;PAÍSES BAIXOS;Temporário;6
PE;LÍBANO;Residente;11
PE;GRÉCIA;Residente;54
PE;UZBEQUISTÃO;Residente;3
PE;NIGÉRIA;Residente;7
PE;DINAMARCA;Temporário;6
PE;POLÔNIA;Temporário;7
PE;SUÉCIA;Residente;30
PE;VENEZUELA;Residente;745
PE;FINLÂNDIA;Residente;15
PE;BARBADOS;Residente;5
PE;ESTADOS UNIDOS;Temporário;132
PE;SAMOA OCIDENTAL;Residente;2
PE;EQUADOR;Residente;48
PE;IRLANDA;Residente;28
PE;TURQUIA;Residente;19
PE;SÍRIA;Residente;10
PE;NICARÁGUA;Residente;16
PE;GUIANA FRANCESA;Residente;3
PE;AFRICA DO SUL;Residente;5
PE;JORDÂNIA;Residente;3
PE;ARGENTINA;Temporário;51
PE;ISLÂNDIA;Residente;3
PE;GANA;Residente;1
PE;IRÃ;Residente;19
PE;HONDURAS;Residente;12
PE;NIGÉRIA;Temporário;3
PE;SENEGAL;Residente;156
PE;PANAMÁ;Residente;18
PE;ANGOLA;Provisório;5
PE;MARROCOS;Residente;16
PE;EGITO;Residente;12
PE;IRAQUE;Residente;1
PE;ROMÊNIA;Residente;14
PE;LUXEMBURGO;Residente;4
PE;CINGAPURA;Residente;2
PE;ITÁLIA;Provisório;1
PE;TUNÍSIA;Residente;7
PE;RUANDA;Residente;1
PE;GUATEMALA;Residente;5
PE;ARGÉLIA;Residente;7
PE;APÁTRIDA;Residente;7
PE;ISRAEL;Residente;12
PE;NOVA ZELÂNDIA;Residente;8
PE;GRÉCIA;Temporário;3
PE;SÉRVIA;Residente;3
PE;ESTÔNIA;Residente;1
PE;MALTA;Residente;4
PE;VENEZUELA;Temporário;511
PE;FRANÇA;Temporário;51
PE;ESPANHA;Temporário;28
PE;COLÔMBIA;Temporário;449
PE;AUSTRÁLIA;Temporário;2
PE;HAITI;Temporário;15
PE;IRLANDA;Temporário;1
PE;ROMÊNIA;Temporário;4
PE;CHINA;Temporário;11
PE;BENIN;Temporário;10
PE;PERU;Temporário;43
PE;FILIPINAS;Temporário;47
PE;PARAGUAI;Temporário;15
PE;CHILE;Temporário;37
PE;CUBA;Temporário;29
PE;ALBÂNIA;Residente;1
