UF;NACIONALIDADE;CLASSIFICACAO;QTD
RS;COLÔMBIA;Residente;1800
RS;COLÔMBIA;Temporário;915
RS;ITÁLIA;Residente;1390
RS;HAITI;Residente;13334
RS;URUGUAI;Residente;29984
RS;ESPANHA;Residente;850
RS;PORTUGAL;Residente;1912
RS;PERU;Residente;809
RS;ARGENTINA;Residente;6404
RS;PARAGUAI;Residente;786
RS;CHILE;Residente;1255
RS;IRÃ;Residente;22
RS;ESTADOS UNIDOS;Residente;875
RS;SUÍCA;Residente;110
RS;ALEMANHA;Residente;1320
RS;AUSTRÁLIA;Residente;67
RS;ANGOLA;Residente;102
RS;EGITO;Residente;44
RS;JAPÃO;Residente;871
RS;CANADÁ;Residente;138
RS;CUBA;Residente;849
RS;CHINA;Residente;618
RS;CORÉIA DO SUL;Residente;148
RS;VENEZUELA;Residente;7809
RS;BANGLADESH;Residente;437
RS;TURQUIA;Residente;40
RS;HONDURAS;Temporário;14
RS;POLÔNIA;Residente;324
RS;FILIPINAS;Temporário;3
RS;INDIA;Residente;44
RS;MOÇAMBIQUE;Residente;29
RS;MÉXICO;Residente;160
RS;NIGÉRIA;Residente;39
RS;LÍBANO;Residente;131
RS;GUINÉ BISSAU;Residente;62
RS;EQUADOR;Residente;186
RS;HAITI;Temporário;3670
RS;GUINÉ BISSAU;Provisório;4
RS;SUÉCIA;Residente;51
RS;FRANÇA;Residente;405
RS;REPÚBLICA TCHECA;Residente;11
RS;DINAMARCA;Residente;26
RS;TOGO;Residente;19
RS;REP. DOMINICANA;Residente;152
RS;AUSTRIA;Residente;91
RS;REINO UNIDO;Residente;285
RS;ROMÊNIA;Residente;57
RS;PAÍSES BAIXOS;Residente;194
RS;HONDURAS;Residente;51
RS;COSTA RICA;Residente;32
RS;RÚSSIA;Residente;168
RS;SENEGAL;Residente;3240
RS;BULGÁRIA;Residente;12
RS;APÁTRIDA;Residente;86
RS;MARROCOS;Residente;40
RS;REP. DOMINICANA;Temporário;28
RS;GUINÉ BISSAU;Temporário;42
RS;NOVA ZELÂNDIA;Residente;22
RS;BOLÍVIA;Residente;348
RS;UCRÂNIA;Residente;31
RS;PANAMÁ;Residente;41
RS;HUNGRIA;Residente;19
RS;MÉXICO;Temporário;43
RS;ANGOLA;Provisório;15
RS;INDONÉSIA;Residente;15
RS;ANGOLA;Temporário;48
RS;CUBA;Temporário;77
RS;MOÇAMBIQUE;Temporário;84
RS;PARAGUAI;Temporário;180
RS;GANA;Residente;174
RS;ARGENTINA;Temporário;299
RS;PALESTINA;Residente;192
RS;PERU;Temporário;176
RS;TUNÍSIA;Residente;19
RS;BÉLGICA;Residente;69
RS;TCHECOSLOVAQUIA;Residente;9
RS;CONGO;Temporário;12
RS;CHILE;Temporário;121
RS;NORUEGA;Residente;23
RS;PAQUISTÃO;Residente;49
RS;BAHAMA,IS;Residente;1
RS;IÊMEN;Residente;10
RS;FINLÂNDIA;Residente;11
RS;SÍRIA;Residente;81
RS;FILIPINAS;Residente;47
RS;TAIWAN, PROVINCIA DA CHINA;Residente;12
RS;URUGUAI;Temporário;56
RS;TAILÂNDIA;Residente;6
RS;REINO UNIDO;Temporário;11
RS;SÉRVIA;Residente;8
RS;GUATEMALA;Residente;34
RS;JORDÂNIA;Residente;469
RS;SURINAME;Residente;2
RS;LÍBIA;Residente;4
RS;BOLÍVIA;Temporário;55
RS;GUINÉ;Residente;34
RS;TRINIDAD E TOBAGO;Residente;2
RS;ARGÉLIA;Residente;4
RS;SERVIA E MONTENEGRO;Residente;20
RS;CABO VERDE;Residente;33
RS;ALBÂNIA;Residente;7
RS;CONGO;Residente;28
RS;GRÉCIA;Residente;72
RS;LITUÂNIA;Residente;11
RS;IRLANDA;Residente;34
RS;BENIN;Temporário;19
RS;VENEZUELA;Temporário;11283
RS;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;8
RS;NICARÁGUA;Residente;36
RS;URUGUAI;Provisório;73
RS;ISRAEL;Residente;35
RS;ESTÔNIA;Residente;3
RS;ESTADOS UNIDOS;Temporário;153
RS;SUÉCIA;Temporário;3
RS;CABO VERDE;Provisório;3
RS;GUATEMALA;Provisório;1
RS;NEPAL;Residente;5
RS;IRAQUE;Residente;10
RS;NAMÍBIA;Temporário;2
RS;CABO VERDE;Temporário;26
RS;BÓSNIA-HERZEGOVINA;Residente;2
RS;ESLOVÁQUIA;Residente;3
RS;EL SALVADOR;Residente;58
RS;VIETINA;Residente;4
RS;RÚSSIA;Temporário;3
RS;VIETNAM DO NORTE;Residente;1
RS;CUBA;Provisório;326
RS;REP. DOMINICANA;Provisório;16
RS;BELARUS;Residente;7
RS;ESLOVÊNIA;Residente;3
RS;AFRICA DO SUL;Residente;23
RS;GUATEMALA;Temporário;4
RS;BURKINA FASO;Residente;2
RS;MALÁSIA;Residente;43
RS;EQUADOR;Temporário;94
RS;SOMÁLIA;Residente;4
RS;BENIN;Residente;14
RS;QUIRGUISTÃO;Residente;1
RS;CAMARÕES;Temporário;5
RS;GANA;Temporário;32
RS;GABÃO;Temporário;5
RS;CHINA;Temporário;38
RS;SENEGAL;Temporário;137
RS;REUNIAO,IS;Residente;2
RS;ALEMANHA;Temporário;37
RS;COSTA DO MARFIM;Temporário;7
RS;BHUTAN;Residente;3
RS;CONGO;Provisório;4
RS;AFEGANISTÃO;Residente;8
RS;MALTA;Residente;1
RS;CROÁCIA;Residente;9
RS;LUXEMBURGO;Residente;2
RS;REP. MONTENEGRO;Residente;1
RS;LETÔNIA;Residente;6
RS;JAMAICA;Residente;1
RS;POLÔNIA;Temporário;5
RS;UNIÃO SOVIÉTICA;Residente;18
RS;CANADÁ;Temporário;3
RS;ETIÓPIA;Residente;1
RS;BARBADOS;Temporário;1
RS;HONG-KONG (R.A.E.);Residente;13
RS;SANTA LÚCIA;Residente;1
RS;SAO TOMÉ E PRÍNCIPE;Residente;3
RS;ARMÊNIA;Residente;3
RS;GRANADA;Residente;1
RS;COSTA DO MARFIM;Residente;8
RS;BUTÃO;Residente;2
RS;CAMARÕES;Residente;4
RS;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;7
RS;PAQUISTÃO;Temporário;13
RS;GABÃO;Residente;1
RS;VENEZUELA;Provisório;823
RS;COLÔMBIA;Provisório;20
RS;JAMAICA;Temporário;3
RS;FILIPINAS;Provisório;4
RS;AUSTRIA;Temporário;13
RS;MARROCOS;Provisório;31
RS;SAO TOMÉ E PRÍNCIPE;Temporário;2
RS;AFRICA DO SUL;Temporário;2
RS;IRÃ;Temporário;2
RS;BANGLADESH;Temporário;62
RS;FRANÇA;Temporário;23
RS;CORÉIA DO SUL;Temporário;20
RS;SENEGAL;Provisório;13
RS;ESPANHA;Temporário;23
RS;COSTA DO MARFIM;Provisório;1
RS;AFEGANISTÃO;Temporário;39
RS;TURQUIA;Temporário;32
RS;INDIA;Temporário;15
RS;PORTUGAL;Temporário;14
RS;BANGLADESH;Provisório;5
RS;LÍBANO;Temporário;2
RS;CAZAQUISTÃO;Provisório;1
RS;QUÊNIA;Temporário;1
RS;HAITI;Provisório;9
RS;ROMÊNIA;Provisório;1
RS;INDONÉSIA;Temporário;2
RS;GUIANA;Temporário;3
RS;HONDURAS;Provisório;1
RS;PAÍSES BAIXOS;Temporário;2
RS;MÉXICO;Provisório;3
RS;CAMARÕES;Provisório;2
RS;SÍRIA;Provisório;4
RS;TURQUIA;Provisório;1
RS;EL SALVADOR;Provisório;2
RS;PERU;Provisório;1
RS;INDIA;Provisório;1
RS;GUINÉ;Provisório;2
RS;ITÁLIA;Temporário;27
RS;SUÍCA;Temporário;2
RS;GANA;Provisório;4
RS;CHIPRE;Temporário;1
RS;COSTA RICA;Provisório;2
RS;URUGUAI;Fronteiriço;5324
RS;CHINA;Provisório;3
RS;EGITO;Provisório;4
RS;SUDÃO;Provisório;1
RS;EQUADOR;Provisório;2
RS;ESTÔNIA;Temporário;1
RS;NICARÁGUA;Temporário;6
RS;GUINÉ EQUATORIAL;Temporário;6
RS;GUINÉ EQUATORIAL;Residente;1
RS;GUIANA;Provisório;1
RS;ARGENTINA;Provisório;6
RS;PORTUGAL;Provisório;1
RS;SUAZILÂNDIA;Residente;1
RS;COSTA RICA;Temporário;5
RS;MALAVI;Temporário;2
RS;MALI;Residente;4
RS;ISLÂNDIA;Residente;1
RS;CINGAPURA;Residente;3
RS;TOGO;Provisório;3
RS;MAURITÂNIA;Residente;3
RS;NORUEGA;Temporário;5
RS;LIBÉRIA;Residente;1
RS;ETIÓPIA;Provisório;1
RS;UCRÂNIA;Temporário;6
RS;MAURÍCIO;Residente;1
RS;BÉLGICA;Temporário;1
RS;GÂMBIA;Residente;21
RS;NACIONALIDADE INDEFINIDA;Residente;1
RS;DINAMARCA;Temporário;2
RS;SÉRVIA;Provisório;1
RS;ESLOVÁQUIA;Temporário;1
RS;SÍRIA;Temporário;2
RS;JAPÃO;Temporário;11
RS;IRAQUE;Provisório;1
RJ;PORTUGAL;Residente;70653
RJ;ITÁLIA;Residente;8355
RJ;URUGUAI;Residente;2012
RJ;ARGENTINA;Residente;12261
RJ;ESTADOS UNIDOS;Residente;5417
RJ;FRANÇA;Residente;5465
RJ;ESPANHA;Residente;8093
RJ;BÉLGICA;Residente;568
RJ;CHILE;Residente;2729
RJ;CABO VERDE;Residente;135
RJ;REINO UNIDO;Residente;2508
RJ;CHINA;Residente;6034
RJ;PERU;Residente;2615
RJ;NORUEGA;Residente;557
RJ;ALEMANHA;Residente;3695
RJ;SUÉCIA;Residente;489
RJ;GANA;Residente;98
RJ;ANGOLA;Residente;2351
RJ;CAMARÕES;Residente;42
RJ;COLÔMBIA;Residente;2660
RJ;AUSTRIA;Residente;516
RJ;TRINIDAD E TOBAGO;Residente;40
RJ;PARAGUAI;Residente;673
RJ;DINAMARCA;Residente;334
RJ;PAÍSES BAIXOS;Residente;1096
RJ;POLÔNIA;Residente;485
RJ;JAPÃO;Residente;2303
RJ;MÉXICO;Residente;750
RJ;BOLÍVIA;Residente;1436
RJ;EQUADOR;Residente;535
RJ;MOÇAMBIQUE;Residente;58
RJ;SUÍCA;Residente;1175
RJ;ROMÊNIA;Residente;196
RJ;AUSTRÁLIA;Residente;295
RJ;SENEGAL;Residente;302
RJ;GUINÉ BISSAU;Residente;79
RJ;LÍBANO;Residente;634
RJ;MALTA;Residente;5
RJ;FINLÂNDIA;Residente;142
RJ;ANDORRA;Residente;2
RJ;SÍRIA;Residente;531
RJ;ISRAEL;Residente;248
RJ;CORÉIA DO SUL;Residente;230
RJ;GUATEMALA;Residente;53
RJ;VENEZUELA;Residente;2366
RJ;LUXEMBURGO;Residente;13
RJ;CINGAPURA;Residente;52
RJ;QUÊNIA;Residente;11
RJ;BÉLGICA;Temporário;41
RJ;POLÔNIA;Temporário;424
RJ;FRANÇA;Temporário;688
RJ;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;137
RJ;CANADÁ;Residente;569
RJ;HAITI;Residente;1707
RJ;GRÉCIA;Residente;270
RJ;INDIA;Residente;318
RJ;REINO UNIDO;Temporário;729
RJ;APÁTRIDA;Residente;108
RJ;CUBA;Residente;655
RJ;PALESTINA;Residente;21
RJ;IRLANDA;Temporário;32
RJ;EL SALVADOR;Residente;56
RJ;RÚSSIA;Residente;531
RJ;GUINÉ EQUATORIAL;Residente;2
RJ;GUIANA FRANCESA;Residente;38
RJ;IRÃ;Residente;91
RJ;SAO TOMÉ E PRÍNCIPE;Residente;22
RJ;ESTADOS UNIDOS;Temporário;667
RJ;COLÔMBIA;Temporário;1137
RJ;HUNGRIA;Residente;153
RJ;NOVA ZELÂNDIA;Residente;82
RJ;CONGO;Residente;346
RJ;PANAMÁ;Residente;104
RJ;UCRÂNIA;Residente;74
RJ;COSTA RICA;Residente;91
RJ;AFRICA DO SUL;Residente;146
RJ;TURQUIA;Residente;99
RJ;MALÁSIA;Residente;52
RJ;SERRA LEOA;Residente;14
RJ;ARGÉLIA;Residente;39
RJ;DINAMARCA;Temporário;76
RJ;CANADÁ;Temporário;110
RJ;BANGLADESH;Residente;18
RJ;NIGÉRIA;Residente;187
RJ;IRAQUE;Residente;58
RJ;CHILE;Temporário;473
RJ;FILIPINAS;Temporário;1027
RJ;NICARÁGUA;Residente;78
RJ;ROMÊNIA;Temporário;75
RJ;VIETINA;Residente;18
RJ;LITUÂNIA;Residente;71
RJ;IRLANDA;Residente;152
RJ;INDONÉSIA;Residente;46
RJ;FILIPINAS;Residente;187
RJ;SÉRVIA;Residente;32
RJ;HONDURAS;Residente;48
RJ;BURUNDI;Residente;4
RJ;INDIA;Temporário;325
RJ;EGITO;Residente;90
RJ;SERVIA E MONTENEGRO;Residente;97
RJ;LIBÉRIA;Residente;21
RJ;ZIMBÁBUE;Residente;10
RJ;ESTÔNIA;Residente;26
RJ;REPÚBLICA TCHECA;Residente;53
RJ;CROÁCIA;Residente;35
RJ;BULGÁRIA;Residente;33
RJ;BURKINA FASO;Residente;7
RJ;LÍBIA;Residente;17
RJ;REP. DOMINICANA;Residente;72
RJ;QUÊNIA;Temporário;5
RJ;NORUEGA;Temporário;344
RJ;PAQUISTÃO;Residente;74
RJ;MALI;Residente;8
RJ;TCHECOSLOVAQUIA;Residente;48
RJ;MARROCOS;Residente;109
RJ;PERU;Temporário;686
