UF;NACIONALIDADE;CLASSIFICACAO;QTD
DF;PAQUISTÃO;Residente;301
DF;CHINA;Residente;601
DF;PORTUGAL;Residente;1231
DF;BANGLADESH;Residente;290
DF;PERU;Residente;670
DF;CANADÁ;Residente;152
DF;CHILE;Residente;392
DF;ESTADOS UNIDOS;Residente;1012
DF;CUBA;Residente;501
DF;NIGÉRIA;Residente;115
DF;HAITI;Residente;773
DF;CAMARÕES;Residente;77
DF;ALEMANHA;Residente;350
DF;COLÔMBIA;Residente;1096
DF;NOVA ZELÂNDIA;Residente;33
DF;JAPÃO;Residente;589
DF;PANAMÁ;Residente;17
DF;FRANÇA;Residente;488
DF;ITÁLIA;Residente;522
DF;LÍBANO;Residente;215
DF;CORÉIA DO SUL;Residente;138
DF;ARGENTINA;Residente;755
DF;EQUADOR;Residente;127
DF;BURKINA FASO;Residente;3
DF;COSTA DO MARFIM;Residente;28
DF;ESLOVÁQUIA;Residente;7
DF;MÉXICO;Residente;159
DF;BOLÍVIA;Residente;273
DF;FILIPINAS;Residente;50
DF;ESTADOS UNIDOS;Temporário;88
DF;JORDÂNIA;Residente;116
DF;CUBA;Provisório;273
DF;REPÚBLICA TCHECA;Residente;13
DF;PALESTINA;Residente;69
DF;ESPANHA;Residente;536
DF;PERU;Provisório;9
DF;GANA;Residente;443
DF;SUÍCA;Residente;102
DF;TUNÍSIA;Residente;22
DF;REINO UNIDO;Residente;249
DF;SERVIA E MONTENEGRO;Residente;9
DF;BÉLGICA;Residente;78
DF;PARAGUAI;Residente;253
DF;COLÔMBIA;Temporário;587
DF;VENEZUELA;Residente;2232
DF;GRÉCIA;Residente;63
DF;SUÉCIA;Residente;39
DF;AUSTRIA;Residente;46
DF;URUGUAI;Residente;219
DF;POLÔNIA;Residente;89
DF;INDIA;Residente;81
DF;SÍRIA;Residente;172
DF;CONGO;Residente;36
DF;PAÍSES BAIXOS;Residente;168
DF;IRÃ;Residente;47
DF;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;22
DF;CUBA;Temporário;46
DF;CONGO;Temporário;5
DF;ESLOVÊNIA;Residente;11
DF;GUINÉ BISSAU;Residente;57
DF;CROÁCIA;Residente;4
DF;MARROCOS;Residente;57
DF;AUSTRÁLIA;Residente;65
DF;INDONÉSIA;Residente;20
DF;ARGÉLIA;Residente;20
DF;POLÔNIA;Temporário;7
DF;TOGO;Temporário;1
DF;EL SALVADOR;Residente;35
DF;UCRÂNIA;Residente;62
DF;SENEGAL;Residente;91
DF;CHINA;Temporário;34
DF;HONDURAS;Residente;29
DF;GUINÉ BISSAU;Temporário;16
DF;HUNGRIA;Residente;18
DF;RÚSSIA;Residente;77
DF;ESTÔNIA;Residente;3
DF;IRAQUE;Residente;25
DF;PERU;Temporário;115
DF;SUDÃO;Residente;5
DF;FINLÂNDIA;Residente;14
DF;ANGOLA;Residente;99
DF;MOÇAMBIQUE;Temporário;30
DF;NORUEGA;Residente;24
DF;ALEMANHA;Temporário;14
DF;HAITI;Temporário;206
DF;LETÔNIA;Residente;3
DF;TURQUIA;Residente;34
DF;ISRAEL;Residente;38
DF;EGITO;Residente;47
DF;GUIANA;Residente;5
DF;LÍBIA;Residente;141
DF;TAILÂNDIA;Residente;7
DF;CABO VERDE;Residente;18
DF;ROMÊNIA;Residente;23
DF;ARGENTINA;Temporário;4
DF;PORTO RICO;Residente;1
DF;DINAMARCA;Residente;28
DF;IRLANDA;Residente;40
DF;INDIA;Temporário;21
DF;VENEZUELA;Temporário;2105
DF;LITUÂNIA;Residente;6
DF;HONDURAS;Temporário;5
DF;GANA;Temporário;6
DF;BENIN;Residente;20
DF;GUATEMALA;Temporário;5
DF;EL SALVADOR;Temporário;4
DF;CHILE;Temporário;54
DF;SÉRVIA;Residente;11
DF;EMIRADOS ÁRABES;Residente;1
DF;GUATEMALA;Residente;20
DF;REP. DOMINICANA;Residente;25
DF;ANGOLA;Temporário;20
DF;EQUADOR;Temporário;32
DF;BURKINA FASO;Temporário;1
DF;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;13
DF;BULGÁRIA;Residente;10
DF;ITÁLIA;Temporário;15
DF;PAQUISTÃO;Provisório;44
DF;BELARUS;Residente;5
DF;ALBÂNIA;Residente;3
DF;TURQUIA;Provisório;10
DF;CAZAQUISTÃO;Temporário;1
DF;CONGO;Provisório;3
DF;COSTA DO MARFIM;Temporário;16
DF;GABÃO;Residente;13
DF;BENIN;Temporário;14
DF;MÉXICO;Temporário;7
DF;AFRICA DO SUL;Residente;21
DF;NIGÉRIA;Temporário;8
DF;MOÇAMBIQUE;Residente;24
DF;BOLÍVIA;Temporário;52
DF;ZÂMBIA;Residente;3
DF;NICARÁGUA;Residente;19
DF;ZIMBÁBUE;Residente;3
DF;ARÁBIA SAUDITA;Residente;5
DF;TIMOR LESTE;Residente;1
DF;UGANDA;Residente;4
DF;COSTA RICA;Residente;26
DF;MALI;Residente;5
DF;QUÊNIA;Provisório;8
DF;TANZÂNIA;Temporário;4
DF;COSTA RICA;Temporário;5
DF;GANA;Provisório;49
DF;REINO UNIDO;Temporário;23
DF;JAMAICA;Temporário;3
DF;CABO VERDE;Temporário;4
DF;MAURITÂNIA;Residente;3
DF;TOGO;Residente;17
DF;VIETINA;Temporário;1
DF;CAMBOJA;Residente;1
DF;GUINÉ;Residente;9
DF;AFEGANISTÃO;Residente;5
DF;CAMARÕES;Temporário;11
DF;PAQUISTÃO;Temporário;5
DF;GÂMBIA;Residente;5
DF;APÁTRIDA;Residente;4
DF;LÍBIA;Temporário;4
DF;PARAGUAI;Temporário;44
DF;MALÁSIA;Residente;8
DF;TRINIDAD E TOBAGO;Residente;6
DF;GUINÉ BISSAU;Provisório;6
DF;GUIANA FRANCESA;Residente;11
DF;BURUNDI;Residente;1
DF;LUXEMBURGO;Residente;1
DF;VENEZUELA;Provisório;565
DF;ITÁLIA;Provisório;3
DF;SRI LANKA;Residente;4
DF;ISLÂNDIA;Residente;1
DF;ESPANHA;Temporário;17
DF;UZBEQUISTÃO;Residente;1
DF;SURINAME;Residente;2
DF;JAMAICA;Residente;3
DF;VIETINA;Residente;3
DF;TCHECOSLOVAQUIA;Residente;4
DF;SAO TOMÉ E PRÍNCIPE;Temporário;3
DF;PORTUGAL;Temporário;10
DF;LÍBANO;Temporário;1
DF;QUÊNIA;Residente;8
DF;TANZÂNIA;Residente;2
DF;IÊMEN;Residente;2
DF;MONGÓLIA;Residente;1
DF;DINAMARCA;Temporário;3
DF;RÚSSIA;Temporário;5
DF;MACEDÔNIA;Residente;1
DF;BURUNDI;Temporário;2
DF;MYANMAR;Residente;1
DF;SENEGAL;Provisório;7
DF;eritréia;Residente;1
DF;NEPAL;Residente;3
DF;SAO TOMÉ E PRÍNCIPE;Residente;4
DF;REP. CENTRO AFRICANA;Residente;1
DF;MAURÍCIO;Residente;1
DF;CROÁCIA;Temporário;1
DF;ERITRÉIA;Residente;1
DF;BAHAMA,IS;Residente;2
DF;MARROCOS;Temporário;2
DF;RUANDA;Residente;1
DF;AFEGANISTÃO;Temporário;87
DF;CANADÁ;Temporário;9
DF;SENEGAL;Temporário;6
DF;FRANÇA;Temporário;20
DF;SUÍCA;Temporário;4
DF;INDIA;Provisório;13
DF;MARROCOS;Provisório;19
DF;NIGÉRIA;Provisório;14
DF;FILIPINAS;Temporário;20
DF;ANGOLA;Provisório;16
DF;SÍRIA;Temporário;2
DF;FILIPINAS;Provisório;47
DF;BANGLADESH;Provisório;31
DF;LÍBANO;Provisório;28
DF;MACEDÔNIA;Temporário;2
DF;IRAQUE;Provisório;1
DF;SÍRIA;Provisório;9
DF;GUINÉ EQUATORIAL;Temporário;7
DF;AFRICA DO SUL;Provisório;7
DF;AFRICA DO SUL;Temporário;1
DF;BÉLGICA;Temporário;2
DF;NICARÁGUA;Temporário;3
DF;ARGÉLIA;Temporário;1
DF;COLÔMBIA;Provisório;17
DF;MOÇAMBIQUE;Provisório;7
DF;PARAGUAI;Provisório;1
DF;COSTA DO MARFIM;Provisório;2
DF;SURINAME;Temporário;3
DF;MÉXICO;Provisório;2
DF;ESTADOS UNIDOS;Provisório;4
DF;HONG-KONG (R.A.E.);Residente;1
DF;ARMÊNIA;Residente;5
DF;HAITI;Provisório;22
DF;PALESTINA;Provisório;7
DF;POLÔNIA;Provisório;1
DF;UCRÂNIA;Temporário;19
DF;REP. DOMINICANA;Temporário;3
DF;JORDÂNIA;Temporário;1
DF;BENIN;Provisório;6
DF;ALEMANHA;Provisório;1
DF;PAÍSES BAIXOS;Provisório;1
DF;REP. DOMINICANA;Provisório;1
DF;LÍBIA;Provisório;2
DF;JAPÃO;Temporário;3
DF;PANAMÁ;Temporário;1
DF;ISRAEL;Provisório;2
DF;NAMÍBIA;Residente;1
DF;GUINÉ;Temporário;4
DF;IRÃ;Temporário;9
DF;CAMARÕES;Provisório;7
DF;CAZAQUISTÃO;Residente;3
